premise,hypothesis,label
Dieser Hass und diese Hetze ist entstanden weil sich der Staat und die Presse gegen sein Volk gewendet hat. Jetzt geht der Staat langsam aber sicher gegen Polizei und Armee vor... überall Nazis!?!? Die Kinder werden zum Ungehorsam gegen alles erzogen. Schulpflicht gibt es zb nicht mehr. Was entsteht da? Demokratie? Sicher nicht!,Dieser Kommentar ist ein Lösungsvorschlag,2
"@USER Googlen Sie doch mal: ""Hirntote aufgewacht"" Sie werden staunen über die Anzahl der Fälle!",Dieser Kommentar enthält Ironie,2
"Kennen sie eigentlich die Gruppe ""Juden in der AfD""?",Dieser Kommentar ist eine externe Quelle,2
Flinten Uschi nein danke die nächste EU Wahl nein danke. Diesmal meine Lieben EU-Politiker habt ihr eure Maske fallen lassen und deshalb werde ich nie wieder zu einer EU-Wahl gehen danke dafür,Dieser Kommentar ist eine externe Quelle,2
"@MEDIUM Für Sie schwer überprüfbar? Meinen Sie nicht ernst, oder? Was ist an der Seite ""ScienceFiles Kritische Sozialwissenschaften"" schwer überprüfbar?",Dieser Kommentar ist eine Respektbekundung,2
@USER oh Gott,Dieser Kommentar enthält Ironie,2
"Wir leben in einer globalen Welt ! Wir haben nur diesen einen Planeten ,und wir können nur gemeinsam etwas bewirken, egal was Trump,45. Präsident,gerade tut,...?!",Dieser Kommentar ist eine Respektbekundung,2
Plaudertaschen unter sich. Wer unterbricht wen zuerst ?,Dieser Kommentar ist eine externe Quelle,2
"Keine Frage - immer schlimm wenn ein Mensch so jung verunglückt und verstirbt, daß man seine Organe als Spenderorgane nutzen kann...aber intakte und verfügbare Spenderorgane aus irgendwelchen moralischen Gründen nicht zu nutzen, ist nichts anderes als Verschwendung von Ressourcen.",Dieser Kommentar enthält Ironie,2
@USER Der menschliche Einfluss auf das Klima im Zeitalter der Industrialisierung ist längst bewiesen.,Dieser Kommentar ist ein Lösungsvorschlag,2
@USER Ach schau an. Nach zwei Kommentaren erkennen sie meine politische Einstellung? Ein wunderbares Beispiel für Populismus. Das Leben kann so einfach sein.,Dieser Kommentar enthält Ironie,2
"Sie ist eine DEUTSCHE. Die Welt braucht keine Neo-Eugeniker, waren früher schon scheisse und sind es noch heute.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Mein Thema ist ""Wie kommt es zur Eskalationsspirale"".",Dieser Kommentar ist ein Lösungsvorschlag,2
Jawohl sie haben uns durchschaut! Gibt der gnädigen frau 1 lahmacun,Dieser Kommentar enthält Ironie,2
"Sehe ich genauso. Wir diskitieren ständig über eventuelle Probleme anderer Länder, als hätten wir hier keine.",Dieser Kommentar ist ein Lösungsvorschlag,2
@USER ich habe so einen guten Optiker. Vielleicht lasse ich die Brille dann weg.,Dieser Kommentar enthält Ironie,2
"Daseinsvorsorge wird privatisiert, denn Privatisierung ist gut. ommmm International herumvagabundierendes Anlagekapital hat ein Recht Rendite zu erwirtschaften. - Da darf es keine Monopole geben. - Pflege, Krankenhäuser aber auch Energieversorung, Wasser etc. - Privatisierung, Rendite, .... ommmm Gezeichnet: CDUCSUSPDFDP",Dieser Kommentar ist eine Respektbekundung,2
@MEDIUM: Alles klar. Anscheinend kann der Gute den Beweis eh nicht führen. Aber mit dem Finger auf andere zeigen kann er schon mal ganz gut...,Dieser Kommentar ist ein Lösungsvorschlag,2
@USER Ach was..Lucke wurde genau so diffamiert..Das geht ja ganz schnell heutzutage.,Dieser Kommentar enthält Ironie,2
Wer baut noch neue Wohnungen wenn Enteignung droht?,Dieser Kommentar ist ein Lösungsvorschlag,2
Man glaubt es kaum. Die Dame hat die DDR scheinbar nicht bewusst live erlebt. Aber die Dummheit stirbt leider nie aus,Dieser Kommentar enthält Ironie,2
Jens Stürzkober Das hat mit der Entrüstungsskala zu tun..;-),Dieser Kommentar ist eine externe Quelle,2
Die Zuzler sind der Runde..,Dieser Kommentar enthält Ironie,2
"Wenn ich einen Konjunktiv verwende hat das einen Grund liebe hysterischen Klimafachleute,die ihr hier ja alle wohl seid.Lauter srudierte Experten,die es ganz genau wissen. Weil sie es gelesen haben😁",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Europäer sind ja auch Christen und haben keine Probleme mit unserer Religion und Weltanschauung. Wie sagte Helmut Schmidt bei Maischberger ! Der Islam gehört nicht zu Deutschland,Dieser Kommentar ist eine Tatsachenbehauptung,0
"Man sollte sich eher bei Herrn Draghi ""bedanken"". Der deutsche Staat müsste das Geld, das er sich durch die günstigen Zinsen spart nur bei der Gesellschaft ankommen lassen, dann wären zu wenig Wohnungen auch kein Problem",Dieser Kommentar ist eine Respektbekundung,0
"@USER ja aber deine Kameraden sind sehr nett gel , sieht man an den Kommentaren, so kennt man euch hartz4 daitschen",Dieser Kommentar ist ein Lösungsvorschlag,0
"Ich finde es beschämend, dass in dem Gremium Männer sitzen und über einen Vorschlag des Arbeitsminister diskutieren, selbst aber hohe Löhne einstecken und gar nicht wissen wie es ist in Armut zu leben, weil Sie das Glück hatten auf der Sonnenseite zu arbeiten! Wir reden hier auch um Summen welche sich Bundestags und Landtagsabgeordnete so ohne großes Nachdenken in den Diäten erhöhen! Das ist die Erhöhung nicht schamlos?",Dieser Kommentar ist eine Tatsachenbehauptung,0
"Dank ROT-GRÜN müssen die Menschen heute 45 Jahre Jahre arbeiten und jeden Monat den Durchschnittslohn in Deutschland (3.500 €) verdienen, damit man einen Anspruch auf 1.200 € hat (vor Abzug der Sozialabgaben)....wer hat das (Prof. Sell hat genau dieses in der Sendung Böttinger offen gelegt)? Bei all den Menschen, die in die bedarfsorientierte Grundsicherung fallen, werden alle privaten Vorsorgen angerechnet - wie sieht dieses bei dem Rechenmodell von Herrn Heil aus?",Dieser Kommentar ist eine externe Quelle,0
"Lieber Staat, nehme doch mal die enorme Steuer- und Abgabenlast runter, damit den arbeitenden Menschen mehr im Portemonnaie bleibt!! Ach nee, es müssen noch Millionen mit durchgefüttert werden!!",Dieser Kommentar ist eine externe Quelle,0
@USER Das ist Quatsch von wegen die Meisten . Nur die größten haben die Möglichkeit das Geld Risikolos ins Ausland zu bringen Den Mittelständisch gelingt das kaum .Und beim Normali wird's gleich abgezogen,Dieser Kommentar ist eine Respektbekundung,0
Herrn Poschardt kann geholfen werden. https://www.jaguar.de/ueber-jaguar/jaguar-classic/authentic-cars/e-type-zero.html?utm_medium=social&utm_source=Facebook.com&utm_campaign=Social-_Jaguar-Heritage&utm_content=ETypeZero_GER453,Dieser Kommentar ist eine Tatsachenbehauptung,0
"...mein Fazit..."" wir wollen, wir werden, wir müssen ""...DAS war eine Werbesendung für die GroKo, sonst nichts...",Dieser Kommentar enthält Ironie,0
"@USER: Für ein höheres geistiges Niveau hat's aber auch nicht gereicht, was? https://de.m.wikipedia.org/wiki/Troll_(Netzkultur)",Dieser Kommentar ist eine externe Quelle,0
"Das kann man ,so leid es mir tut, nicht vergleichen. Wie man bei der in der Talkrunde gezeigten Statistik sehen konnte, handelt es sich bei linkem Extremismus in der Regel um Sachbeschädigung, Widerstand gegen Polizisten usw. Rechter Extremismus äußert sich mit Bedrohungen, in Gewalt gegen Personen bis hin zu Mord. Mit seiner Hetze die man überall nachlesen kann, ist Herr Junge auch ein Täter - ein Brandstifter. Wohin diese verbalen Entgleisungen führen, hat man jetzt an Herrn Lübke, Frau Reker usw... gesehen.",Dieser Kommentar ist ein Lösungsvorschlag,0
"Natürlich hörst du mir nicht zu. Und deswegen werden seit Jahren immer wieder die gleichen neoliberal-kapitalistischen Parteien CDU, CSU, FDP, SPD und AfD gewählt. Die Grünen sind leider nicht vertrauenswürdig auf Grund ihrer Agenda 2010 Politik und ihrer Befürwortung des völkerrechtswidrigen Krieges im Kosovo. Das Ergebnis dieser neoliberal-kapitalistischen Politik ist, dass die Armutsquote im letzten Jahr von 16% auf 16,8% gestiegen ist. Und wie asozial die Parteien sind, insbesondere auch die AfD, hat man heute bei den Reden gesehen zum Antrag der LINKEN die Armut in Deutschland zu bekämpfen.",Dieser Kommentar ist eine Tatsachenbehauptung,0
@USER wer hat sie denn in die Welt gesetzt? Ihr Elternhaus scheint auch nicht gerade vorbildlich gewesen zu sein. Warum bezeichen Sie jemanden der nicht Ihre Ansichten teilt gleich als Dummschwätzer?,Dieser Kommentar ist ein Lösungsvorschlag,0
"@USER was ist denn die Lösung? Mehr Markt ist in Ballungsräumen krachend gescheitert. Mehr Regulierung ist Pfui Pfui Pfui... Sollen wir Normalverdiener aus der Stadt, in der wir aufgewachsen sind raus? Schön wäre ja dann mal ein Konzept, wer dann die ganzen richtigen Jobs machen soll, die ja gemacht werden müssen? Die IT Bullshitter ??? Wenn kein Klempner mehr hier wohnt, kein Bäcker, kein Verkäufer??? Wer trägt dann die Schuld?",Dieser Kommentar ist ein Lösungsvorschlag,0
"Und weil die Wirtschaft (Bestehend aus Schafwolle, Fish and Chips und Big Ben Souvenirs) so stark ist ist der Pfund als die Brexit Entscheidung gefällt war auch kurzfristig um 30% abgeschmiert? Und was nützt den Briten eine Starke wirtschaft wenn sie alle Handelspartner vergrauelt und nicht einen Vertrag zum Handel hat wenns zum Harten Brexit kommt? Dann bleibt die Insel auf ihren Schafen, Rechtsgelenkten Autos und co sitzen.",Dieser Kommentar enthält Ironie,0
"@MEDIUM aber leider schade, dass nur einer davon da ist, der wird dann wieder von allen angegriffen.",Dieser Kommentar ist eine externe Quelle,0
"@USER Nein, bei der Finanzierung liegst du komplett falsch. Ich verweise mal mal auf die Ausarbeitung der BAG Grundeinkommen und auf meine Zusammenstellung über das Grundlegende Wissen über unser Geld- und Wirtschaftssystem. Da vereise ich auf Heiner Flassbeck mit seinem Makroskop und Heinz Josef Bontrup, die selber aber keine Verfechter des Grundeinkommen sind. Weitere gute Quellen über unser Geld- und Wirtschaftssystem sind Bernd Senf. Mr Dax Dirk Müller und Sahra Wagenknecht Ergänzend empfhele ich dazu Harald Lesch, speziell zum Thema Kapitalozän, Christian Felber zum Thema Geneinwohlökonomie und ergänzend Richard David Precht. Und natürlich gibt es noch einige weitere spannende Quellen. ""Würden die Menschen unser Geldsystem verstehen, dann gäbe es eine Revolution noch vor morgen früh"" Henry Ford",Dieser Kommentar ist eine externe Quelle,0
"@USER Ich tue garnichts ,weil man nichts dagegen machen kann !!!!!",Dieser Kommentar ist eine externe Quelle,0
"Arno Nuem WDR , Aktuelle Stunde unter anderem..Insgesamt waren mehrere Freibäder in NRW betroffen.",Dieser Kommentar enthält Ironie,0
@USER Nein leider bin ich Maklerin und werde von der Politik jetzt innerhalb von ein paar Jahren das zweite Mal meiner frisch aufgebauten Existenz beraubt... Soll ich mich jetzt noch etwa freuen über diese Drecks BRD hier,Dieser Kommentar enthält Ironie,0
Benzinsteuer erhöhen?Realitätsfremd! Am Dorf ohne Öffis ist man aufgeschmissen!Man ist auf das Auto angewiesen! Holt doch die Billigflieger vom Himmel bzw.die Kreuzfahrtschiffe aus dem Wasser,Dieser Kommentar ist eine Respektbekundung,0
Schon wieder sehr einseitige Gästeauswahl. Warum so oft diese Angst vor wirklicher Kontroverse? Warum immer bestimmte Blickwinkel völlig außen vor lassen? Leute wie mich verärgert das maßlos!,Dieser Kommentar enthält Ironie,0
"@USER meine kinder sind erwachsen und treffen eigene entscheidungen. und für meine kindeskinder liegt es in der nächsten generation. dies hier ist keine clan-position, sondern die von MIR. ich stimmte dem ausweiden nach dem herztod zu- zu den konditionen, dass man meine überreste auch gleich entsorge auf klinikkosten. warum sollen die angehörigen die reste verscharren. also realer nutzen oder big business. hier noch mal ein artikel zur erinnerung, der letzteres unterstreicht: https://www.fnp.de/frankfurt/geschaeft-medizintouristen-frankfurt-boomt-10482933.html bringen diese leute organe mit?",Dieser Kommentar ist ein Lösungsvorschlag,0
@USER ja @USER! Reicht das als seriöse Quelle? Das ist der Oberbürgermeister von Tübingen!,Dieser Kommentar ist eine Tatsachenbehauptung,0
