premise,hypothesis,label
Das frage ich mich auch,Dieser Kommentar ist ein Lösungsvorschlag,2
@USER .Genau die werden mitten in den Wald gestellt .Grüne waren auch dafür den Hamberger Forst abzuholzen als sie noch unter Rot Grün regiert haben. Na noch fragen @MEDIUM,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER babbel ned,Dieser Kommentar ist ein Lösungsvorschlag,2
""" Und irgendwann wird es zu Unruhen kommen, aufgrund Aggressionen der Geflüchteten aus Frust und Verzweiflung und Aggressionen der Autochthonen aus Zorn. "" Sie oben... Problem erkannt? Und was ist mit all den ""Flüchtlingen"" und ""Migranten"" in gelben Westen in ganz Europa? Ist denen vielleicht auch langweilig?",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Och zeigt doch noch mal das Bild, was die AfD unrechtmäßig verwendet. Da gibt es ne einstweilige Verfügung von dem Haus wo dieses Bild hängt... macht noch mal...",Dieser Kommentar ist ein Lösungsvorschlag,2
...nicht zu vergessen dass die Grünen die NSU-Akten 120 Jahre dicht machen! Zusammen mit CDU aber gegen SPD. Das müsste Sie doch wundern - oder?,Dieser Kommentar ist ein Lösungsvorschlag,2
@USER Cognac raus aus deutschen Kaffeetassen. Und grüßen Sie Ihre 5 Kinder!,Dieser Kommentar ist eine externe Quelle,2
Warum muss ein AFD Vogel dabei sein?,Dieser Kommentar ist ein Lösungsvorschlag,2
Sieht eher nach einem Süßjunki aus.,Dieser Kommentar ist eine Tatsachenbehauptung,2
Und dann nimmt noch jeder Völkische mindestens einen NPD-Faschisten aus dem sehr nahen Osten bei sich zu Hause auf.,Dieser Kommentar ist eine Respektbekundung,2
@USER Ja die Frau ist die einzige die eine Logische Vorderung stellte . Keiner will eine zwangsenteignung aber eine entsprechende Beteiligung an den Staatsausgaben. Was die sogenanntem Reichen zahlen ist Lachhaft . Haben sie Angst ein wenig Geld fürs Wohl der Allgemeinheit anzugeben . Ich bin nicht Reich und nicht Arm und freue mich wenn ich für andere Menschen denen es nicht so gut geht was gutes tun kann. Ein schönes Gefühl. Das scheint Ihnen zu fehlen,Dieser Kommentar ist eine Respektbekundung,2
So nun wisst ihr immer noch nicht ob Deutschland eure Heimat ist ...😂😂😂😂,Dieser Kommentar ist eine Respektbekundung,2
"@USER ..habe doch geschrieben...die Entwicklung für diese Akkus läuft auf Hochtouren. Wenn schon in 2 Jahren Toyota diese umweltfreundliche Feststoffbatterie auf dem Markt kommt, sind diese Berichte nur noch Schall und Rauch..",Dieser Kommentar ist eine Respektbekundung,2
Oh dieses Publikum. Hat ein Politiker wieder klatscher mitgebracht,Dieser Kommentar enthält Ironie,2
@USER mir kommen die Tränen 🤣🤣🤣🤣,Dieser Kommentar ist eine Respektbekundung,2
"das man mehr Zeit hat für Organspende dafür der Hirntod, eigentlich logisch,..nicht rückführbar..",Dieser Kommentar ist ein Lösungsvorschlag,2
@USER fang du doch an 🤣,Dieser Kommentar ist ein Lösungsvorschlag,2
Im neuen @MEDIUM Fernsehen betreutes Denken ...ist immer ein Grüner dabei?ist das Wahlkampf Hilfe mit Zwangs Gebühren?,Dieser Kommentar enthält Ironie,2
"Man fragt sich, wer Wohnungen baut wenn eine Enteignung droht",Dieser Kommentar enthält Ironie,2
@USER Das hatte ich weiter oben schon erwähnt 🙂,Dieser Kommentar ist eine externe Quelle,2
"Ich wusste gar nicht, wie viele frustrierte Männer sich hier tummeln... 🤦‍♀️",Dieser Kommentar ist eine externe Quelle,2
"@USER Ich bin Deutsche, liebe jedoch Europa in seiner Vielfalt.",Dieser Kommentar ist eine Respektbekundung,2
Haha das waren welche am Flughafen typische Grünen Wähler. Bis aufs Mark blöde,Dieser Kommentar ist eine externe Quelle,2
@MODERATOR ist mit Sicherheit keine besonders helle Leuchte auf Deutschlands Talk-Show-Torte aber seine stümperhafte Zusammenstellung der Gäste wurde dann noch durch seine dillettantische Moderation übertroffen. Au weia war das schlecht.,Dieser Kommentar ist ein Lösungsvorschlag,2
"Bin mal gespannt wann die züchtungsversuche von Adolf wieder ins Gespräch kommen ,blond und blaue Augen",Dieser Kommentar enthält Ironie,2
"Doll,Doll Doll..alles Doll außer Doll..",Dieser Kommentar enthält Ironie,2
Stadt ist nicht gleich Stadt. In welcher wohnst du ?,Dieser Kommentar ist eine externe Quelle,2
@USER wegen hartz4,Dieser Kommentar enthält Ironie,2
"Einfach mal wieder ein polemisches Thema. Klimawandel hat es schon immer gegeben. Der Regenwald im Amazonas wird gerade abgeholzt, davon hört man schon nichts mehr",Dieser Kommentar enthält Ironie,2
"@USER 22 Jahre alt und mehr auf dem Kasten als ALTE. Sie gestatten, dass ich mal laut und herzhaft lache. HA!",Dieser Kommentar enthält Ironie,2
"Ja, wo ist dass Problem? Ich verweise mal auf unsere alte Vermögenssteuer von vor 1995.",Dieser Kommentar ist ein Lösungsvorschlag,2
@MEDIUM Immer die gleichen „Talkgäste“! Bekommt ihr dafür Extra-Zuschüsse??,Dieser Kommentar ist eine Tatsachenbehauptung,2
"und geht zu kick, um billige Klamotten zu kaufen, die in Bangladesz hergestellt werden und wegen dieser Produktion ganze Landstriche vergiftet werden.",Dieser Kommentar enthält Ironie,2
Axel Kerll Da wird nicht nach gefragt.Leider!,Dieser Kommentar ist eine externe Quelle,2
"Ich lach mich kaputt! Das ist doch nicht mehr normal! Nochmal du Intelligenzverweigerer: Wenn 2 Millionen Menschen ins Land kommen, bei einer angespannten Wohnungssituation wo sowieso schon bezahlbarer Wohnraum fehlt, fehlen 2 Millionen Wohnungen mehr! Ist das noch zu fassen??? Was ist mit euch los? Ist normales Denken nicht mehr angesagt? Schon mal was von Logik gehört? Das ist eine Tatsache! Wie kann man das ignorieren?",Dieser Kommentar ist eine Respektbekundung,2
na das wird wenigstens was der BER unter deutscher Führung am Arsch..,Dieser Kommentar ist eine Respektbekundung,2
Natürlich. Hausrecht durchsetzen ist absolut mit Millionenfachen industriellen Mord zu vergleichen.,Dieser Kommentar ist eine Respektbekundung,2
Dann kommt die grüne Wanderwarze auch !,Dieser Kommentar ist eine externe Quelle,2
@USER Drum gehen wir auf die Straße aber alle dann wird sich auch was ändern,Dieser Kommentar enthält Ironie,2
"@USER und das rechtfertigt Rechtsextremismus und Rassismus übelster Art? Das ist das Einzige, was die AfD kann: relativieren. Könnte man heute wieder sehr gut erkennen.",Dieser Kommentar ist eine externe Quelle,2
"@USER Dann schließen Sie sich an, zumindest monatelang. Der Anstand gebietet es, der Ausschaltung des Pluralismus etwas entgegen zu setzen",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER was gibt ihnen das Recht über @MODERATOR so zu urteilen 🙈🙈,Dieser Kommentar ist eine externe Quelle,2
"Und bitte an die Kinder , Menschen denken die In Afrika , Südamerika, Asien für unsere Elektromobilität das Lithium und andere seltene Erden mit ihren Händen ausgraben. Moderne Sklavenarbeit",Dieser Kommentar ist ein Lösungsvorschlag,2
"Ich kann diese Hackfresse Lanz nicht mehr sehen, noch weniger hören.",Dieser Kommentar ist eine externe Quelle,2
"Sie ist eine DEUTSCHE. Die Welt braucht keine Neo-Eugeniker, waren früher schon scheisse und sind es noch heute.",Dieser Kommentar ist eine Respektbekundung,2
Die nimmt Drogen wo ist die Türkei heute zum loben..,Dieser Kommentar ist eine Respektbekundung,2
"seichtes Geschwätz,...",Dieser Kommentar ist ein Lösungsvorschlag,2
sind wir jetzt bei den Goldbergs Glubschis..,Dieser Kommentar ist eine Tatsachenbehauptung,2
Das unterschreibe ich sofort (kann leider gerade wegen eines Bugs von Facebook nicht liken).,Dieser Kommentar ist eine externe Quelle,2
"@USER, was genau wissen Sie denn über den demokratischen Kernwert unserer Verfassung? Können Sie mir diesen jetzt und hier benennen?",Dieser Kommentar ist eine externe Quelle,2
Warum wurde die Polizistin nicht gefragt weshalb sie nicht mit Uniform umsonst fährt. Wohl Angst vor der Antwort.,Dieser Kommentar enthält Ironie,2
volltreffer,Dieser Kommentar ist eine Respektbekundung,2
"@USER ach schon wieder Sie. Ich dachte, Sie haben mit der AfD nichts zu tun. Merkwürdig. Erst hetzen und dann nicht dazu stehen. Typisch",Dieser Kommentar ist eine Respektbekundung,2
Da ist was dran,Dieser Kommentar ist eine externe Quelle,2
@USER tja für die breite Masse wird es die Esel geben für die Reichen die Flugtaxis von Digibär..,Dieser Kommentar ist ein Lösungsvorschlag,2
Deshalb hat die AfD ihre Exsistenzberechtigung.,Dieser Kommentar ist ein Lösungsvorschlag,2
"@USER nicht das gefühl, sondern die heimat muss man sich verdienen.",Dieser Kommentar ist ein Lösungsvorschlag,2
"@USER, warum wählt man eine Partei, die den Tod von Menschen in Deutschland willentlich in kauf nimmt?",Dieser Kommentar ist eine externe Quelle,2
@USER Ansichtssache ich finde persönlich nicht's schlimmes dabei,Dieser Kommentar ist eine Tatsachenbehauptung,2
"übrigens sind 54,1% gegen die Asylpolitik - ich muss dann immer lachen, wenn ich ""wir sind mehr"" Schilder sehe :D",Dieser Kommentar ist ein Lösungsvorschlag,2
@USER über meinen auch nicht und jetzt erst recht,Dieser Kommentar ist eine Tatsachenbehauptung,2
Wieso sagt er nichts zu Roth und Habeck er kann mit dem deutschen Volk nichts mehr so anfangen,Dieser Kommentar ist eine externe Quelle,2
"@USER NRW hat 2018 über eine Milliarde Euro im Rahmen des Asylbewerber-Leistungsgesetzes bezahlt. (Ohne H4, was nach dem Asylverfahren eintritt)..NRW hat kein Geld für Personal in den Verwaltungen..NRW hat kein Geld für sozialen Wohnungsbau..NRW hat kein Geld, um marode Schwimmbäder zu sanieren. NRW hat kein Geld, baufällige Schulen zu sanieren..NRW HAT KEIN GELD.",Dieser Kommentar ist eine Tatsachenbehauptung,2
Sarazin ist ein rechtsradikaler Mensch. Ein Menschenhasser. Sie kennen nur Zerstörung. Die Geschichte hat es gezeigt.,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER idiotischer Kommentar. Aufm Supermannheft gepennt?,Dieser Kommentar ist eine externe Quelle,2
Der Kühnert kennt nur das abnicken im Bundestag..,Dieser Kommentar ist ein Lösungsvorschlag,2
ja!!!!,Dieser Kommentar enthält Ironie,2
Ich Rolle eher bei ihren Aussagen mit den Augen.,Dieser Kommentar ist eine Respektbekundung,2
@USER .Von wem,Dieser Kommentar enthält Ironie,2
@USER ...Blödsinn...,Dieser Kommentar enthält Ironie,2
@USER wer die Musik bestellt bezahlt die Kapelle. Und nicht mehr steckt hinter diesem Grundsatz.,Dieser Kommentar ist eine Respektbekundung,2
"wir sprechen von kernenergie, besser als die landschaft zuverunstalten..",Dieser Kommentar ist eine externe Quelle,2
Die ist Bauexpertin? Oder isr vielleicht Europawahlkampf?,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER 400 Deutsche mit dunklen Bärten ..:-D Ja sorry, dann muss das eine Hippster-Versammlung gewesen sein.",Dieser Kommentar ist eine externe Quelle,2
Petra Grammersbach wen wundert's bei den Grünen Sendern,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Wer vergiftet und spaltet denn mit pushen und Propaganda, und Zensur ??!! Es wird Zeit dass sich alle afd Wähler ein traueremoji 😢als Flicken an die Jacke nähen, damit die Welt sieht, was hier los ist!",Dieser Kommentar ist eine externe Quelle,2
"Ein Herr Lanz der selbst so viel auf Achse ist wie er will mich belehren,...der denkt nur er kann lesen..wobei bei seinen Shows wiederholt er oft, zitiert immer wieder das selbige,...",Dieser Kommentar ist eine Respektbekundung,2
"@USER 1. Mit ihr euch meine ich diese ganzen intoleranten voll mit hasserfüllten versagern ..2 . ich will mich nicht nach euren wünschen und Vorstellungen integrieren , punkt aus !",Dieser Kommentar ist ein Lösungsvorschlag,2
@USER weil da nur deletanten am Werk sind,Dieser Kommentar ist eine externe Quelle,2
Scheiss Sozialisten - bestreiten alles! Nur nicht ihren eigenen Lebensunterhalt..... Nichtsnutziges Pack!,Dieser Kommentar enthält Ironie,2
"Afd bei @MODERATOR: Wer in die Defensive geht, hat schon verloren!!! Die AfD scheint es nicht zu begreifen! Leider.",Dieser Kommentar enthält Ironie,2
Bei der Frage zur Enteignung zeigen alle Parteien wieder ihr wares Gesicht ! Bloß nicht den großen Unternehmen an die Wäsche gehen !😡,Dieser Kommentar ist eine Tatsachenbehauptung,2
👳 @USER 👳 ihr #FAKE - Profil und SiE sind #PEINLICH ! ⚠ #SCHÄMEN Sie sich ! ⚠ und Tschüss ! ✈✈✈✈✈✈✈✈✈✈✈✈✈✈,Dieser Kommentar ist eine Tatsachenbehauptung,2
""" Das alles führt zu Konkurrenzsituationen! "" Das ist rchtig. Aber auch hierfür gibt es simple Lösungen.",Dieser Kommentar ist ein Lösungsvorschlag,2
@MEDIUM 😁,Dieser Kommentar ist eine Respektbekundung,2
@USER Armut verhindert Konsum.,Dieser Kommentar ist eine Respektbekundung,2
Der Penner muss ja auch nicht unter Seinesgleichen leiden... Wenn der das mal ein paar Monate mitmachen dürfte wäre der doch der Erste der lautstark nach dem Staat ruft...,Dieser Kommentar enthält Ironie,2
@USER du hast leider recht,Dieser Kommentar enthält Ironie,2
"Und die anderen zwei hier, ich bin der Alte auf dem Hinterrad, der gerne im Windschatten bis 120kmh beschleunigt. Und jetzt bin ich die Gefahr? Dass ich noch nie ein Unfall verursacht hatte, ist auch egal. Dreirad, soll woll auf Behinderung anspielen. Das ist nicht mein Humor!",Dieser Kommentar ist eine externe Quelle,2
@USER die ist mehr als ätzend,Dieser Kommentar ist eine Respektbekundung,2
Kommrntare zu diesen #TATSACHEN und #FAKTEN werden NICHT gelesen ! ⛔ werden IGNORIERT ! ⚠ und Tschüss ! ⚠,Dieser Kommentar enthält Ironie,2
"Nöö, es geht gerade um den Mord an Walter Lübcke, den die Sendung zum Thema hat, und wie die Verbindung der AfD dazu aussieht. Was haben Sie denn an dem Thema nicht verstanden?",Dieser Kommentar ist eine Respektbekundung,2
Wir brauchen weniger Gierlappen-Lobbyisten,Dieser Kommentar ist eine externe Quelle,2
@USER ja man deine fresse 😅 viel glück bei den Frauen 👍,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER sie werden bei den nächsten Landtagswahlen sehen, wer ungebildet ist",Dieser Kommentar ist ein Lösungsvorschlag,2
@USER Wenn es Ihnen nur um die Abwechslung geht .. :),Dieser Kommentar enthält Ironie,2
@USER falsch. So ziemlich das Unverschämteste und Verlogenste was ich in der Sendung je gesehen habe.,Dieser Kommentar ist eine Respektbekundung,2
@USER willst du mich besuchen?,Dieser Kommentar ist ein Lösungsvorschlag,2
@USER er residiert in einem Palast aber hat immer und überall versagt? 🤔 Ja nee is klar 🤦‍♂️ Das Braune um deinem Mund herum ist keine Schokolade. Nur damit du bescheid weißt! 🤫,Dieser Kommentar enthält Ironie,2
"Tausende Menschen betrogen, über 11 Milliarden Gewinne gemacht und nun von Gemeinsamkeit reden. Klar sagt er das damit er soviel wie möglich aus der Regierung rausholen kann. Und es gibt nicht nur die Möglichkeit von Eautos.",Dieser Kommentar ist eine externe Quelle,2
@USER was machen SIE gerade in Ihrem Text - oh man 🙈🙈🙈🙈,Dieser Kommentar ist eine externe Quelle,2
"@USER aber vielleicht Herz, Sehnen ,Augen ,",Dieser Kommentar ist eine externe Quelle,2
"Die Grünen sollen mal sagen, wer das alles finanzieren soll, geht doch ganz leicht, der Steuerzahler mit 1500€ netto im Monat in Berlin",Dieser Kommentar ist ein Lösungsvorschlag,2
@USER ...😂😂😂😂,Dieser Kommentar enthält Ironie,2
"Die EU wird nicht von den Wählern kaputt gemacht, sondern von den Politikern! Das viele EU Bürger sich von Brüssel abwenden, ist kein Wunder mehr...",Dieser Kommentar ist eine externe Quelle,2
Ja ja die Grünen Wasser predigen und selber Wein saufen.,Dieser Kommentar ist ein Lösungsvorschlag,2
"@USER Was habe ich mit dem Faschisten Erdogan zu tun? Und Dein Beileid kannst Du Dir hinschieben, wo die Sonne nie scheint.",Dieser Kommentar enthält Ironie,2
"@USER klar , deine mudda hat schon eins , für dich gibts auch noch eins 👍",Dieser Kommentar ist ein Lösungsvorschlag,2
@MEDIUM Sammelt Ihr wieder Aussagen aus dem sonst so verhasste Multi Media. Könnt ihr nicht mehr SELBER recherchieren......??????,Dieser Kommentar ist eine Respektbekundung,2
also ich verstehe ihn sehr gut.. host mi..,Dieser Kommentar ist eine Respektbekundung,2
@USER im Sozialismus gibt es keine Verhandlungen. 😉,Dieser Kommentar ist eine Tatsachenbehauptung,2
@MEDIUM Die SPD hat einfach für die Pflegekräfte versagt! https://www.facebook.com/328161397316808/posts/1598558580277077?sfns=mo,Dieser Kommentar enthält Ironie,0
"@USER Ich denke da auch an alle Nachkommen von Menschen aus Böhmen, Ostpreußen, Pommern, deutsche Minderheiten in Ungarn, Serbien,... an Rückkehrer aus Israel, USA, Südamerika,... aus der DDR in die BRD, aus den alten in die neuen Bundesländer usw. :-) alles in allem ist die Mehrheit nicht mehr da, wo ihre Urgroßeltern oder Großeltern geboren wurden.",Dieser Kommentar ist eine externe Quelle,0
"Je nach Pflegestufe wird die Pflege zu einem 24h Job und ist nicht mehr zu stemmen, wenn man arbeitet. Meine Lösung wären nicht nur gut ausgestattete Pflegeheime mit ausreichend Personal, sondern auch ein annähernd bedingungsloses Grundeinkommen, im Menschen die Option zu geben, ihre Verwandten pflegen zu können, ohne in Geldnot zu kommen.",Dieser Kommentar ist eine Respektbekundung,0
"@MEDIUM ich habe ein Leben kennen gelernt, in dem der Egoismus Vorrang hat. Menschen bedienen sich maßlos, nehmen mehr als sie brauchen und abgeben ist nicht gerade ihre Stärke. Gerade in diesem sensiblen Bereich finde ich keinen Moral-Kompass. Wenn jemand seine Organe spenden möchte, halte ich es für sehr ehrenwert. Dennoch streuben sich mir die Haare, wenn ich daran denke, dass ein Mensch der sich sein Leben lang damit beschäftigt, sich und seines gleichen zu bereichern, skrupellos sich über alles hinwegsetzen will und auch tut, die selbigen Chancen hat sein Leben auf kosten anderer fortzusetzen wie ein Menschen der immer nur für Andere da ist. Wie gesagt, ich traue dem Braten nicht und denke vielleicht auch an die unnützen Operationen, die vielleicht anfallen wenn genügend Organe zur Verfügung stehen. Was für mich auch nicht vereinbar ist, dass ist die Tatsache, dass mittlerweile fast 200 todkranke Menschen trotz Gerichts-Urteil auf ihr erlösendes Mittel warten. Wie gesagt, es reicht nicht aus ein mal in der Woche in die Kirche zu gehen, Nächstenliebe muss auch gelebt werden und da sind viele noch meilenweit entfernt.",Dieser Kommentar ist ein Lösungsvorschlag,0
@USER https://www.fnp.de/frankfurt/geschaeft-medizintouristen-frankfurt-boomt-10482933.html,Dieser Kommentar enthält Ironie,0
Es ist reine Utopie zu denken man könnte den Klimawandel aufhalten!Dazu braucht man einheitliche globale Standards zur gleichen Zeit! Dazu wird es nie kommen! Nichtmal die EU ist sich einig. Andere Kontinente noch viel weniger! Da nützt keine Ideologie!,Dieser Kommentar ist eine externe Quelle,0
"@USER, die preussischen Könige und deutschen Kaiser fragten ihr Volk nicht, wenn sie Kriege führten oder Länder einnahmen. Während der Weimarer Republik und des Dritten Reichs wurde auch niemand gefragt. Und selbst zur Wiedervereinigung wurde niemand gefragt, ob der Osten sich wirklich dem Westen anschließen solle. Woher sollte jetzt diese angeblich so dringend notwendige Grundannahme stammen, das Volk müsse direkt befragt werden? Deutschland hat seit Beginn seines demokratischen Wesens eine indirekte Demokratie - so wie übrigens die meisten demokratischen Staaten der Erde. Die Schweizer haben zwar etwas mehr Volksbefragung. Aber diese ist auch an Gesetze gebunden und darf nicht gegen Grundsätze verstoßen. Zudem sind die Schweizer in den letzten Jahren zunehmend unzufriedener mit der Volksbefragung. In Deutschland werden keine Parteien ""kalt gestellt"".",Dieser Kommentar ist eine Tatsachenbehauptung,0
"@MEDIUM nein, beschäftigt mich nach 70 Jahren nicht mehr Habe eine bessere Zeit erlebt.",Dieser Kommentar ist eine externe Quelle,0
@USER richtig,Dieser Kommentar ist ein Lösungsvorschlag,0
