premise,hypothesis,label
Nicht ganz beim gedachten Thema Frau Görin- Eckhardt ! Kleines Ablenkungsmanöver😂,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Was passt Ihnen nicht an mir?,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USERr Der Kevin 😂🤣,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Das kollektive Mimimi der NSAfD Fans, ""Aber die AfD Politiker werden auch angegriffen."". Klar, zu Recht!",Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Das bezweifle ich stark,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER es geht um die möglichen Gründe die angeführt werden.,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Wo sind die Normalbürger, die Arbeiter/innen , Auszubildenden, usw..von da an muß Gleichbehandlung gelten nicht bei in den obersten Ebenen..die Goldhauben Fraktion..",Dieser Kommentar ist ein Wahrheitsanspruch,2
Jawohl sie haben uns durchschaut! Gibt der gnädigen frau 1 lahmacun,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER auf fb ist ""du"" üblich, selbst fb duts.. aber trotzdem, ENTSCHULDIGUNG. 😉",Dieser Kommentar ist ein Wahrheitsanspruch,2
Sehe ich ganz genauso und habe via Spendenausweiß widersprochen.,Dieser Kommentar ist eine Tatsachenbehauptung,2
es wäre besser alte weise Männer dort sitzen zu haben wie Rechthaber..,Dieser Kommentar ist eine externe Quelle,2
@USER sie werden sich noch wundern,Dieser Kommentar ist eine externe Quelle,2
"@USER Ihr Hinweis auf die AfD ist mehr als peinlich? Wo kommen ihre Zahlen denn her, von den Grünen?",Dieser Kommentar ist eine Tatsachenbehauptung,2
"In den 70er und 80er Jahren wären seine Altbauten besetzt worden, heute regt man sich über die Tastatur auf... Das bringt natürlich nix. Eine Möglichkeit wäre, wenn jeder den Wohnungsmarkt beobachtet und jedes Angebot, welches weit über dem durchschnittlichen Mietspiegel liegt, wegen Mietwucher zur Anzeige bringt. Erst wenn die Gerichte sich beschweren hat das Problem Gewicht.... Vielleicht.....?",Dieser Kommentar ist eine Tatsachenbehauptung,2
Na da Freut sich die Industrie was das diese Kosten wird!! Oder war damit wieder einmal Otto Normalbürger gemeint??,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER das und und finde ich auch sehr wichtig, denn da gibt es leider noch einiges mehr - traurig finde ich das.",Dieser Kommentar ist eine externe Quelle,2
"@USER klingt vielleicht ungewöhnlich.Aber ich werde mich in dem Fall als bekennender Fatalist nicht ans Leben klammern.Ich habe keine Angst vorm Sterben.Wenns mit 50 sein soll,sei es drum.Ein Leben mit Spenderorgan ist für mich nicht erstrebenswert.Ich habs an einem Cousin mit Spenderleber gesehen- Nö.Ich nicht.Und ein Staat der aufeinmal seine Skrupel entdeckt,wenn es darum geht, Menschen selbstbestimmt über ihr Ende entscheiden zu lassen, dieser Staat möge sich mit solchen Maßnahmen wie die geplante doch bitte tunlichst zurück halten. Mein,, Nein,, steht.Ist bereits schriftlich nieder gelegt.Die Argumentation ,,bis du mal selbst ein Organ brauchst...,, zieht nicht bei mir.Aus oben genannten Gründen.Und diese wünsche ich schlicht und ergreifend als akzeptiert zu sehen.Ich missioniere auch niemanden,der unbedingt Spender sein will.",Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER .gefällt mir viel besser.,Dieser Kommentar ist ein Wahrheitsanspruch,2
Unerträglich diese Frau,Dieser Kommentar ist eine externe Quelle,2
"Wie egal mir das ist, ob Peter, Lin, Achmed oder Dmitry die Brd Heimat nennt. So lange sie zu nem guten Miteinander beitragen, freu ich mich über jeden, dem Deutschland durch Geburt oder aus der Wahl heraus als Heimat ans Herz wächst.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER haben Sie hier gearbeitet ihr Leben lang oder bekommen auch sie gelder von unseren Arbeitern , machen sie ihrem Regime die Vorfürfe aber nicht unseren Leuten wir können nichts für eure Politik und sind nicht gewillt unser schwer verdientes Geld mit alles und jedem zu teilen",Dieser Kommentar ist ein Wahrheitsanspruch,2
Der WDR und seine Praktikanten..,Dieser Kommentar ist eine externe Quelle,2
"Uh ein frauenfeindlicher Möchtegern, alles wird gut @USER 😚",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Was soll Deutschland mit seinen 1 oder 2% dann weltweit bewirken? Selbst wenn wir Deutschland ganz ausrotten, ändert sich weltweit nichts.",Dieser Kommentar ist eine externe Quelle,2
@USER ihr müsste ER ein bißchen auf due Zähne fühlen - Roth hinter Transparenten - Habeck,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@MEDIUM Und eine absolute Frechheit hier von ""idiologisch-gefärbten Informationen"" zu schreiben, wenn es nachvollziehbar die Zahlen vom BAMF sind, wie sie auch hätten erkennen können, wenn sie ein bisschen besser hingeschaut hätten. Unverschämtheit!",Dieser Kommentar ist eine Tatsachenbehauptung,2
Falls @USER als Gast da ist wird Sie sich selber wieder loben was sie doch alles auf den Weg gebracht hat. Sie ist eine Lobbyisten mehr nicht. Nichts hat Sie verbessert.,Dieser Kommentar ist ein Wahrheitsanspruch,2
@MEDIUM ich euch gefragt warum der Post von jemanden gelöscht wurde wo dargelegt wird wie oft Luisa fliegt ?,Dieser Kommentar ist eine Tatsachenbehauptung,2
"falsch, sage nicht immer EU. Die NWO ist gemeint und in der Mitte des Netzes sitzt die WHO. Stimmts?",Dieser Kommentar ist eine Tatsachenbehauptung,2
Was ist heute für ein Tag?,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@MEDIUM denken Sie mal nach was Sie hier für Beiträge und Irrsinn in Ihrer "" Diskussion "" zulassen. Vor allem von Pseudolinken FB - Helden. ( Ich meine nicht echte Linke )",Dieser Kommentar ist ein Wahrheitsanspruch,2
Ein paar Nullen zu viel oder? 🤣🤣🤣🤣,Dieser Kommentar ist eine externe Quelle,2
Mit Verfassungsleugnern braucht man erst gar nicht zu diskutieren.,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER ah ha wie kommen Sie da drauf - hätte man Schäuble zu seinen 100.000 befragen sollen oder Fischer zu seinen Steinewürfen oder warum die Waffe in seinem Auto gefunden wurde oder Roth oder oder oder,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Also bin ich als Deutscher dann in Deutschland nicht mehr in der Heimat, weil von diversen Menschen ein moralisches Schuldenpfinden verlangt wird, weil man hier geboren wurde, oder man sonst dem braun-blauen Tross zugehört?!",Dieser Kommentar ist eine Tatsachenbehauptung,2
Und das interessiert jetzt genau wem?,Dieser Kommentar ist eine externe Quelle,2
@USER Ich meinte den Vergleich mit den Flugzeug...,Dieser Kommentar ist eine externe Quelle,2
Hauptproblem ist die Überbevölkerung der Erde,Dieser Kommentar ist eine externe Quelle,2
@USER: Na was für ein Glück dass du schlau bist...,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Eine weniger feinfühlige Person würde möglicherweise zu dem Schluss kommen, dass dieser Mann unzufrieden mit der Länge seines Gliedes ist.",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER So wie ihrer hier??,Dieser Kommentar ist ein Wahrheitsanspruch,2
Es wird höchste Zeit die Industrie in die Pflicht zu nehmen den Geld und Gier vor Gesundheit und Leben ist ein AUSLAUFMODELL!! Allein gibt es am TAG 100000 Flüge was diese von sich geben ist keine reine Luft!!Warum ist immer der kleine Mann am A......??????,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Stolypin returns, pfui deibel.",Dieser Kommentar ist eine externe Quelle,2
@USER Ich weiß das Ihr an das Gute glaubt🤣🤣🤣,Dieser Kommentar ist eine externe Quelle,2
dumm ist wer nicht erkennt daß es in jeder Parteil dumme. Belegen sie ihre vorlegte Hetze doch mal mit O-Passagen aus dem afd-Parteiprogramm!!,Dieser Kommentar ist eine externe Quelle,2
Franziska Giffey?? Ich dachte Sie ist zurückgetreten wegen der gefälschte Dr. Arbeit! Ach ich habe vergessen die ist in der SPD.,Dieser Kommentar ist eine externe Quelle,2
"@USER Hab mich jahrelang auf die Sendung gefreut ,,,aber was da jetzt abgeht ist einfach nur der Schwarze Kanal vom GEZ;;;",Dieser Kommentar ist eine Tatsachenbehauptung,2
Schlechte bezahlung für richtige Arbeit ?????? Wieviel verdienen eingentlich die Redakteure im Monat ????? Was?,Dieser Kommentar ist eine externe Quelle,2
die Dünnbrettbohrer reden tatsächlich von der EU und Europa als wärs der gleiche Schuh!!,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER ich möchte hier lieber nicht schreiben, was ich von AfD Sympathisanten halte. Einzig Ihr Kommentar ist erbärmlich.",Dieser Kommentar ist eine Tatsachenbehauptung,2
Das hat nur nichts mit Populismus sondern nur mit Gewalttaten und Verbrechen zu tun.,Dieser Kommentar ist eine externe Quelle,2
Die Zuzler sind der Runde..,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Und wissen Sie, manche Menschen schaffen einfach nur deshalb viel Unheil, weil sie sich nicht umfassend INFORMIEREN! Darf man das nicht verurteilen? Manche möchten auch die Wahrheit gar nicht wissen, weil es - wie im Falle derer, die gerne Spenderorgane annehmen wollen, bedeuten würde, dass sie verzichten und selbst sterben müssten. Und das ist unangenehm! Daher … Die Frage ist, was ich nun bewerten darf und was NICHT!",Dieser Kommentar ist eine Tatsachenbehauptung,2
Was ist die eine in der Runde Hänsel Keckes..,Dieser Kommentar ist eine externe Quelle,2
@USER oh,Dieser Kommentar ist eine externe Quelle,2
"@MEDIUM Sie geben den Nachkommen der Honecker-Verbrecher eine Plattform. Das ist eine Unverschämtheit. Alles vergessen, was vor 30 Jahren war? Unerträglich so ein Sendeformat mit verklärtem Blick Richtung Sozialismus! Sie können sich ja über „andere Meinungen“ freuen und aufnehmen wie sie wollen, ich tue das nicht, ich habe diese Sch.... persönlich erlebt.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER lesen Sie doch hier mal die Kommentare einfach durch - wo schreiben HIER pro AfD Leute ""Hass Kommentare"" und dann lesen Sie die Kommentare der Gegenseite -",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Nee, einfach nur auf den Punkt.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Wenn die Industrie angeblich so extrem viel tut, frage ich mich, warum immer alles schlimmer wird.",Dieser Kommentar ist ein Wahrheitsanspruch,2
Gehören Sie auch zu Uniter?,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER unverschämt,Dieser Kommentar ist eine externe Quelle,2
Bin gespannt ob das heute fair mit der AFD abläuft oder ob weiterhin Beschimpfungen kommen und die AFD weiter steigt,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Das wird Dir angesichts der legalisierten Organmafia auch nichts nützen. Die haben dann eben nie einen Ausweis gesehen. Aber sie können für ihre Taten auch nicht mehr bestraft werden! Darum geht es hier nämlich!,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER dafür haben die andere mehr mitgebracht ! Das findest Du gerecht ?,Dieser Kommentar ist eine Tatsachenbehauptung,2
⚠ #SCHÄMT euch ! ⚠ eure #HASS - und #HETZ - Kommentare sind eine #SCHANDE ! ⚠,Dieser Kommentar ist eine Tatsachenbehauptung,2
Bald kommen 24 Stunden am Tag nur noch Grüne bei @MEDIUM und @MEDIUM .. egal was sie für einen Mist erzählen...Wahlkampf Hilfe von den öffentlich-rechtlichen.. mit Zwangs Gebühren 👍👍👍,Dieser Kommentar ist eine Tatsachenbehauptung,2
Pferd wer fliegt?,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Mehmet Daimagüler soll genau was mit Erdogan zu tun haben? Können Sie das mal erläutern, oder weshalb verbreiten Sie solche Lügen?",Dieser Kommentar ist eine externe Quelle,2
"Ah, ist er qua seines Vor- und Nachnamens nun dazu verpflichtet, vom Thema der Sendung abzulenken? Plumper geht Rassismus kaum, ehrlich nicht.",Dieser Kommentar ist eine externe Quelle,2
"Ich glaube, dieser Mann hat einen kleinen Penis",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER so eine dumme Aussage. Würde es keine Putzfrauen geben dann wären Krankenhäuser, Altenheime Bahnhofstoiletten und und und völlig verleimt. Dann würden Menschen wie Sie sich wieder bescheren weil ja nicht geputzt wurde. Vielleicht sollten Sie mal anfangen und Menschen die die scheiße andere wegwischen mit mehr Respekt entgegen treten. Auch sollten Sie Ihrer Frisörin dankbar sein, dass sie Ihnen die Haare macht. Denn ich die Arbeiten im unteren Level der Gehaltsstufe. Also bitte mehr Respekt vor Menschen die sich Tag für Tag krumm legen um halbwegs über die Runden zu kommen ohne vom mit leben zu müssen. Das diesen Menschen dann ein anrechnungsfähige Rente zustehen sollte die nicht unterhalb des Existenzminimum ist sollte jeden vollhonk kalt sein. Aber Sie scheinen ja ziemlich arrogant zu sein und Menschen mit geringen Einkommen nicht ernst zu nehmen. Sie sollten sich schämen.",Dieser Kommentar ist ein Wahrheitsanspruch,2
Die Finanzierung der Flüchtlingsfrage ist ein schlechter Scherz und mit LINKS zu meistern.,Dieser Kommentar ist ein Wahrheitsanspruch,2
Was haben die denn gegen die Frau aus der CDU wo sie ausgetreten ist .Ist in Deutschland die Wahrheit nicht mehr erlaubt.,Dieser Kommentar ist eine externe Quelle,2
"Wer ist daran schuld, dass die AfD so erstarkt ist? Die haben sich doch nicht selbst gewählt. Bei aller Trauer bitte keinen Wahlkampf auf dem Rücken einer nicht so beliebten Partei und nur weil die Volksparteien Angst haben im Osten die Wahlen zu verlieren. Die Polizei und die Staatsanwaltschaft ist jetzt gefragt und wird dafür sorgen, dass die Schuldigen bestraft werden. Sich verbal gegen jemanden zu äußern bringt nichts und damit stellt man sich auf die gleiche Stufe der Menschen die man kritisiert für unangebrachtes Verhalten im Netz.",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Wer ist eigentlich nicht widerwärtig? Alle haben zugeschaut und keiner hat etwas dagegen getan.,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Und die Waffen die wir dagegen haben sind Herz und Hirn. ""Vor Klugheit und Wissen kommt Toleranz und Güte!""",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Im Prinzip widerspreche ich dir nicht. Aber sobald einer Gefahr läuft ein Organ zu brauchen wird er einfach Spender mit der Begründung, dass er seine Meinung geändert hat.",Dieser Kommentar ist eine externe Quelle,2
@USER aber doch nicht im EU-Raum?,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Das ist kein Neid . Aber es darf nicht sein das ein Unternehmer oder Vorstandschef 100 mal mehr Verdient als ein Krankenpfleger oder Schlosser oder oder . Das ist kein Neid das ist ne Sauerei . Wenn das so weitergeht wird s so wie 1917 bei den Russen ! Dann holen sich die Normalen Menschen sich das von den Reichen mit Gewalt und dann wird's viele Tote Reiche geben !,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Die EU wird nicht von den Wählern kaputt gemacht, sondern von den Politikern! Das viele EU Bürger sich von Brüssel abwenden, ist kein Wunder mehr...",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Wenn ich hier einige Kommentare lese, dann muss ich sagen, was dem Land zu fehlen scheint, ist nicht Nationaldenken, sondern Bildung.",Dieser Kommentar ist ein Wahrheitsanspruch,2
ich rede von den Ländern die besetzt wurden vom Islam !!!!!!!! Oh Mann . Geschichte und Politik ist nicht dein Fachgebiet,Dieser Kommentar ist eine externe Quelle,2
"Ah.. Er.... Der Werte- und Realitätsverweigerer.. Na gut, er ist entschuldigt. Der kann nix dafür... Der ist so weit abgehoben, dass er gar nichts mehr hört und sieht.... von uns.. Ganz unten....",Dieser Kommentar ist eine externe Quelle,2
Das wird lustig. Intelligent gegen doof.,Dieser Kommentar ist ein Wahrheitsanspruch,2
Beim linksgrünen Klima- und Weltuntergangswahn nicht mitzumachen zeugt von einem IQ über 100.,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER oh oh,Dieser Kommentar ist eine externe Quelle,2
"Ich kann diese Hackfresse Lanz nicht mehr sehen, noch weniger hören.",Dieser Kommentar ist eine Tatsachenbehauptung,2
a drutscherl de Türkin.,Dieser Kommentar ist eine externe Quelle,2
"@USER, was genau wissen Sie denn über den demokratischen Kernwert unserer Verfassung? Können Sie mir diesen jetzt und hier benennen?",Dieser Kommentar ist eine Tatsachenbehauptung,2
Die anderen ebenso wenig.,Dieser Kommentar ist eine Tatsachenbehauptung,2
aber Du hast Ahnung !!!!,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Lieber Staat, nehme doch mal die enorme Steuer- und Abgabenlast runter, damit den arbeitenden Menschen mehr im Portemonnaie bleibt!! Ach nee, es müssen noch Millionen mit durchgefüttert werden!!",Dieser Kommentar ist eine Tatsachenbehauptung,2
Für alle die sich integrieren,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER nö ich bin Deutsche und das bin ich gern. Ich habe mit Arabern oder Chinesen etc so gar nichts gemein. Und das ist gut so. Ich liebe mein Land und würde dafür kämpfen. Nicht weil ich es über andere Länder stelle, sondern weil es mir näher ist als jedes andere Land. Danach kommen für mich die Niederlande und Irland",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER also wir sollen schuften und die Rentenkassen füllen aber nix hartz4 kassieren gel !?! Schämt ihr euch nicht ? bei so vielen Dummschwätzer und blender mach ich meine hände nicht schmutzig! Zahlt schön hartz4 , meine Wohnung usw . Ich machs mir gemütlich 😎",Dieser Kommentar ist eine Tatsachenbehauptung,2
Der Brexit ist ein Exit ohne BR(iten),Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER toll!,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER, die meinte ich ja mit NSU 2.0.",Dieser Kommentar ist eine externe Quelle,2
Andrea Rivero wird nur nicht mehr drüber gesprochen der Riesen Hambi ist wichtiger 😂🤣,Dieser Kommentar ist eine externe Quelle,2
@USER Reil?,Dieser Kommentar ist eine Tatsachenbehauptung,2
Ah die ersten KGE und Roth-Hasser laufen sich warm... Alles klar. //Team Boris Palmer Watch,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER .Das waren ja Vögel am Flughafen,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Wow, das ist ja mal ein revolutionärer Vorschlag. Das hab ich ja erst zu meiner Schulzeit Anfang der 90er gelernt.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@MEDIUM, wäre es da nicht auch angebracht für eine ausgewogene Gästestruktur zu sorgen?",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Nee, aber Erfahrung mit solchen Politikern/innen. Ich stimme ihr ja zu, aber da sollte sie auch Lösungsvorschläge für das Problem machen. Das eigentliche Problem ist der Egoismus.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Ich hab jetzt Tikk! Muß die Alu Deckel von Yoghurt immer einzelnd wegwerfen. Zwangsstörung attestiert, cool danke, ich liebe tv framing",Dieser Kommentar ist eine Tatsachenbehauptung,2
Wahlbeteiligung + Wahlergebnis mal Anstand und Ehrlichkeit = Rücktritt. Weiter so = immer mehr Stimmen für Rechtspopulisten!,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER wer?,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER So blind kann man doch gar nicht sein.,Dieser Kommentar ist eine externe Quelle,2
Verdienen oder bekommen?,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Schon mal was von Physik gehört?,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Oh weh das möchten wir uns garnicht vorstellen.,Dieser Kommentar ist eine Tatsachenbehauptung,2
"😂🤣 Mutter bringe mir die Toppe, die Magen tropfen. Ach ja die gegen Durchfall am besten auch 😂🤣😂🤣🚽🚽",Dieser Kommentar ist ein Wahrheitsanspruch,2
JA - Wir Klugen wählen SPD !!!,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Herr Junge hat überhaupt nicht recht, denn er weiß nicht einmal, was Volksverhetzung bedeutet.",Dieser Kommentar ist eine externe Quelle,2
Dieser Hass und diese Hetze ist entstanden weil sich der Staat und die Presse gegen sein Volk gewendet hat. Jetzt geht der Staat langsam aber sicher gegen Polizei und Armee vor... überall Nazis!?!? Die Kinder werden zum Ungehorsam gegen alles erzogen. Schulpflicht gibt es zb nicht mehr. Was entsteht da? Demokratie? Sicher nicht!,Dieser Kommentar ist eine externe Quelle,2
"@USER, hören Sie auf mit Ihren subtilen Drohungen und schauen Sie sich den Beitrag von @MEDIUM heute an.",Dieser Kommentar ist eine Tatsachenbehauptung,2
stv. Bild Chefredakteur? Keine weiteren Fragen,Dieser Kommentar ist eine externe Quelle,2
"@USER Du unterstellst mir, etwas nicht verstanden zu haben. Das war die Retourkutsche. Gern geschehen. Was ist mit den Ustascha-Faschisten, distanzierst Du Dich? Hast Du für die kroatische Nationalmannschaft gejubelt? ""Za dom - spremni!"" und so, Du weisst schon.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@MEDIUM Wenn Sie als objektive Presse, die sich an Fakten zu halten haben, da Sie auch einen BILDUNGSAUFTRAG haben, sich Pro-Organspende aussprechen sollten, muss man sie entweder der Organ- und/oder PharmaMafia zuordnen oder aber als Lügenpresse bezeichnen bzw erkennen, dass Sie Ihrem Auftrag nicht gerecht werden können. Ihnen würde dann Unfähigkeit attestiert. Alles nicht wirklich nett!",Dieser Kommentar ist eine Tatsachenbehauptung,2
Was bei uns in der Regierung sitzt kann man auch getrost vergessen.,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Habe ich mir auch gerade gedacht. Eine Unverschämtheit so eine Ansage zu machen !,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Wie kann man Ursula von der Leyen in das höchste Amt von Europa heben, wo sie sich schon als Verteidigungsministerin einige Schnitzer geleistet hat - wie Beraterverträge usw.. Die Spitzenkandidaten wurden einfach ausgehebelt und damit der Wähler betrogen, denn Frau von der Leyen hat auf keinem Wahlzettel gestanden. Wozu geht man dann überhaupt noch zur Wahl wenn der Wähler am Ende betrogen wird? Da hat Merkel wieder ganze Arbeit geleistet - wieder ein Alleingang wie 2015 ohne die Wähler mitzunehmen.",Dieser Kommentar ist eine externe Quelle,2
Und Sie wissen nicht einmal um die korrekte Anwendung der deutschen Sprache. Wer soll dieses Gewirr denn ernstnehmen?,Dieser Kommentar ist eine externe Quelle,2
@USER ICH und viele andere auch. Ist so. Trotz Ihres billigen Kommentars.,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Das ist für mich ein Problem,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER Fragen wir anders herum, was stimmt mit der CDU AKK nicht. Ich bin kein Anhänger der AfD - ich bin in keiner Partei aber gleich zu sagen die waren das und mit der AfD kann man nicht arbeiten ist wohl weit hergeholt und so spaltet man das Land. Das ist meine Meinung und die darf jeder haben - eine Meinung -",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Wer ist ""Ihr""? Woher weisst Du, wo ich geboren wurde? Du liest noch nichtmal den Eingangskommentar richtig und erwartest, Ernst genommen zu werden. Ich bin schon länger in der Bundesrepublik, als 16 000 000 Ostdeutsche und im Gegensatz zu ihnen bin ich auch in der Bundesrepublik geboren. Und jetzt erklärst Du mir gerne noch, woher Du die Unverschämtheit nimmst, mich mit Leuten in einen Topf zu werfen, die ""ihren Stiefel weitermachen"".",Dieser Kommentar ist eine externe Quelle,2
@MEDIUM und @MEDIUM: Betreutes Denken.,Dieser Kommentar ist ein Wahrheitsanspruch,2
Mit völkischen Nationalisten diskutiere ich nicht. #Nazisraus,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER geh wieder pennen...dein Gesülze interessiert mich nicht,Dieser Kommentar ist eine Tatsachenbehauptung,2
Die reden nur Theorie ist das eine lässt endlich taten sprechen sonst landen wir in der gosse ehrlich jetzt,Dieser Kommentar ist eine externe Quelle,2
@USER 🙈🙉🙊.,Dieser Kommentar ist eine Tatsachenbehauptung,2
"...dann hab ich nan Tip für Dich, Luisa Neubauer: Geh weiter zur Schule, mach Deinen Abschluss und lerne nen Beruf oder studiere etwas, wodurch Du was bewegen kannst ;)",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER du hast gar nicht studiert, stimmt's?",Dieser Kommentar ist eine Tatsachenbehauptung,2
@MEDIUM Die Sendung heißt doch hart?!,Dieser Kommentar ist eine externe Quelle,2
also da werden die Angehörigen werden bestimmt nicht immer befragt werden können..,Dieser Kommentar ist eine externe Quelle,2
"Ja @MEDIUM, eure Sendung treibt den Populismus ordentlich an. So ""Journalisten "" wie ihr seid, haben so einiges an braunem Hass zu verantworten!",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Einfach mal selber denken und sich nicht ständig den Hintern hinterher tragen lassen. Dann muss man sich sich auch nicht per Post über Dinge informieren lassen, die sowieso jeder mitbekommen haben sollte.",Dieser Kommentar ist eine externe Quelle,2
den schmutzigen fisch selbst essen..,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Das hat er gut erkannt. Das ist der moderne Ablasshandel an dessen Ende dann doch die grünkommunistische Hölle steht. Und die Grünen sind nichts anderes als das: Kommunisten. Aber das erkennen deren Wähler erst dann, wenn ihr nächster Urlaub, das nächste Auto, die größere Wohnung, die bessere Energiezuteilung von ihrem Social Rating abhängig sein wird. Was glauben diese Spinner denn, was ""Deutschland klimaneutral"" in der Summe bedeutet?!",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Sehe ich genauso. Wir diskitieren ständig über eventuelle Probleme anderer Länder, als hätten wir hier keine.",Dieser Kommentar ist eine externe Quelle,2
