premise,hypothesis,label
@MEDIUM da gibt es die BBC die hat gute Dokumentationen..,Dieser Kommentar ist eine externe Quelle,0
@USER Immunsuppressiva sind hoch krebserregend......da gehts weiter .....,Dieser Kommentar ist eine externe Quelle,0
@USER Wien ist allgemein teurer als Berlin.,Dieser Kommentar ist eine Tatsachenbehauptung,0
Die Luftqualität ist nicht besser,Dieser Kommentar ist eine externe Quelle,0
"...es gibt ein paar wenige Länder, die in Sachen Klimaschutz wesentlich mehr Verbesserungspotential haben, als Deutschland. Lassen wir doch die erstmal aufholen und dann sehen wir weiter ;)",Dieser Kommentar ist eine Tatsachenbehauptung,0
Dieses Klamotten sieht man auf meinem FBTitelbild beim Winterausflug im Klimawandel vor 30 Jahren :),Dieser Kommentar ist eine Tatsachenbehauptung,0
"@USER, du hast das Thema im Kern nicht verstanden",Dieser Kommentar ist eine externe Quelle,0
Boris Palmer ist in Wirklichkeit für AFD. Er tut nur so als ob er ein Grünes .....loch ist !!!,Dieser Kommentar ist eine externe Quelle,0
Andreas Rose Wie kann man Grün wählen . Die wollen uns abschaffen . Multi Kulti . In 30 Jahren tragen auch wir Deutsche Burka und müssen Arabisch sprechen .,Dieser Kommentar ist ein Wahrheitsanspruch,0
@MEDIUM das meine ich doch. Nicht die Altersgrenze sondern der Zustand. Bin für Organspende. Jeder hängt an sein Leben.,Dieser Kommentar ist eine externe Quelle,0
auf dem Land kosten Häuser 40-60 000 Euro wenns blöd her geht.,Dieser Kommentar ist ein Wahrheitsanspruch,0
"Es wurden übrigens bis heute die Täter nicht geschnappt, die Uwe Junge verprügelt haben sollen. Würde mich nicht wundern, wenn das eine Inszenierung war.",Dieser Kommentar ist eine externe Quelle,0
N@ger darfst Du Heute in Deutschland nicht sagen aber man darf jede als Nazi beschimpfen!,Dieser Kommentar ist eine Tatsachenbehauptung,0
"Herr Junge weiß nicht einmal, was Volksverhetzung überhaupt bedeutet. Zudem gehört es im Namen der Toleranz dazu, Intoleranz wie die der AfD nicht zu tolerieren. Das wusste auch schon Karl Popper mit dem von ihm beschriebenen Toleranzparadoxon.",Dieser Kommentar ist ein Wahrheitsanspruch,0
@USER Der menschliche Einfluss auf das Klima im Zeitalter der Industrialisierung ist längst bewiesen.,Dieser Kommentar ist eine externe Quelle,0
"@USER Keiner Zwingt Sie zur Spende. Die einzige Rechtsbeugung hier wäre dann nur, dass Sie selber aktiv entscheiden müssen. Peinlich, dass gerade das scheinbar so vielen schwer fällt.",Dieser Kommentar ist eine externe Quelle,0
"400 "" Einzelfälle jeden Tag in 🇩🇪 ! Die unzähligen OPFER sind Gisela Zohren völlig EGAL ! ⛔ AKTUELL heute in Augsburg : 🔻🔻🔻🔻🔻🔻🔻🔻🔻 https://m.augsburger-allgemeine.de/augsburg/Mann-schlaegt-am-Hauptbahnhof-wahllos-auf-Passanten-ein-id53498341.html",Dieser Kommentar ist ein Wahrheitsanspruch,0
"Das Problem sind nicht die Spender! Das Problem sind die Kliniken, welche den Aufwand der Entnahme scheuen. Aus Kosten- und Bürokratiegründen!",Dieser Kommentar ist ein Wahrheitsanspruch,0
@USER bitte sagen Sie mir was Ihre Moral dazu sagt das Grüne zusammen mit CDU gegen die SPD die NSU-Akten 120Jahre unter den Tisch fallen lassen?!,Dieser Kommentar ist eine externe Quelle,0
@USER ja nee is klar 🤦‍♂️ Sie führt ein Sozialbetriebliches Unternehmen und das seit einigen Jahren erfolgreich und zahlt ihren Angestellten über dem derzeitigen Mindestlohn. Mehr soziale Einstellung geht ja wohl nicht. Hauptsache mal geistige Diarrhö abgebaut!,Dieser Kommentar ist ein Wahrheitsanspruch,0
Überbevölkerung auf manchen Kontinenten wo zudem noch korrupte Politiker und bittere Armut herrschen einerseits und eine hochindustriell geprägte- Konsum und Wegwerf -Gesellschaft andererseits sind mitverantwortlich für den Klimawandel! Ich selbst sehe da keinen Lichtblick für die Zukunft das global zu ändern.Jedes Land jede Nation setzt andere Prioritaeten für ihre Gesellschaft.Selbst wenn alle Autobesitzer hier ein E- Auto fahren würden bringt das so gut wie nichts.,Dieser Kommentar ist eine Tatsachenbehauptung,0
