premise,hypothesis,label
"@USER dein Horizont reicht doch nicht mal über die Augenbraue! Sag mal, so beschränkt kann man doch nicht sein, oder willst du nur provozieren? Wieviele Rentner leben bereits ihr Leben lang in ihrem Ort, haben diesen u. U. wieder aufgebaut und leben verarmt in ihren jetzt viel zu teuren Wohnungen?! Wohin willst du die schicken? Aufs Land? Ohne Mobität, ohne Arzt , ohne Bank, ohne Einkaufsmöglichkeiten? Alleinerziehende mit Kindern... Aufs Land? Mann mann mann.... 🤨🙄",Dieser Kommentar ist ein Wahrheitsanspruch,2
Im neuen @MEDIUM Fernsehen betreutes Denken ...ist immer ein Grüner dabei?ist das Wahlkampf Hilfe mit Zwangs Gebühren?,Dieser Kommentar ist eine externe Quelle,2
@USER richtig,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER wirsindmehr das sagt mir bei dir schon alles.,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Ich finde es lustig, wie Sie Grüne und Linke auseinanderzudividieren versuchen. Der einzige Unterschied der beiden zueinander ist, dass die Grünen Kryptokommunisten sind. Das wird man feststellen, sobald sie mehr als nur ein bisschen Macht haben. Dann werden viele Leute schlagartig erkennen, was es bedeutet, wenn man von ""Deutschland muss klimaneutral"" redet. ""Hoppla!"" werden sie sagen und dabei leise sein, weil laut gegen die Grünen zu sprechen im urbanen Raum ungesund sein wird. Ist es jetzt schon. Das ist alles nur noch ein große, sozialistische Suppe. Und die einzigen, die da bei der neuen Einheitspartei nicht mitspielen, ist die AfD. Bin kein großer Freund von denen. Aber sie sind nun mal tatsächlich die einzige Alternative.",Dieser Kommentar ist eine externe Quelle,2
"Deutlicher als mit den hier geposteten ""Belehrungen"" kann @MEDIUM"" seine Voreingenommenheit - und ich meine auch ""Manipulationsversuche"" nicht mehr unter Beweis stellen. Ich dachte immer, die @MEDIUM hätte einen Bildungsauftrag. Was ich hier sehe, sind meiner Meinung nach aber ""Manipulationsversuche"".",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Ja hoffentlich dann auch die Rente eines Pflegers ! Oh das heißt ja jetzt Pflegerinnen und Pflegern,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Ja, die Grundrente ist wichtig! Vorallem für Menschen, die aufgrund einer Erkrankung, Unfall etc. pp nicht so arbeiten gehen können wie ein gesunder Mensch! Und keiner soll mir mit Grundleistung des Sgb 12 Gesetzes kommen, das reicht vorne und hinten nicht!",Dieser Kommentar ist eine Tatsachenbehauptung,2
verd. jetzt muß ich wegen der runde meine Tabletten früher einwerfen..,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER dann nehmen wir mal die Aussage von Seehofer - Stegner - Roth - Habeck,Dieser Kommentar ist eine externe Quelle,2
Und das interessiert jetzt genau wem?,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER die ist in Wien?,Dieser Kommentar ist eine externe Quelle,2
...und da haben wir es wieder! 😂😂😂 Phobie... Mimimimi...,Dieser Kommentar ist eine externe Quelle,2
@MEDIUM er macht doch nur einen auf Tayyip 😃,Dieser Kommentar ist eine Tatsachenbehauptung,2
Besser kann man das nicht ausdrücken! 😊,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Eine junge Grüne, die mit Hilfe dieses Themas ihre berufliche Zukunft in der Politik aufbaut... Gewusst wie...",Dieser Kommentar ist eine externe Quelle,2
"@USER klar , deine mudda hat schon eins , für dich gibts auch noch eins 👍",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER nein der Wunsch steckt nicht dahinter, ich möchte nur kein Ersatzteile Lieferant für ein Geschäftsmodell sein, dem ich nicht vertraue. Wenn wir alle Spender werden, werden auch Türen geöffnet, die besser zu bleiben sollten. Später gehen die Hände hoch und scheien “ Skandal, das habe ich nicht gewusst, damit konnte doch keiner rechnen“ zu Spät 😉",Dieser Kommentar ist eine externe Quelle,2
"@USER das Video auf YouTube habe ich auch gesehen und jetzt hab ich auch voll den Durchblick und kann jedem die Meinung geigen, der sich professionell mit dem Thema beschäftigt, Chemie, Biologie, Physik und andere Naturwissenschaftsdisziplinen studiert hat. Nur ich und ich allein habe den Durchblick, weil ich Podcasts höre, die das auch finden, mit dem CO2 und dem Impfen und so....",Dieser Kommentar ist ein Wahrheitsanspruch,2
Dieser Hass und diese Hetze ist entstanden weil sich der Staat und die Presse gegen sein Volk gewendet hat. Jetzt geht der Staat langsam aber sicher gegen Polizei und Armee vor... überall Nazis!?!? Die Kinder werden zum Ungehorsam gegen alles erzogen. Schulpflicht gibt es zb nicht mehr. Was entsteht da? Demokratie? Sicher nicht!,Dieser Kommentar ist eine externe Quelle,2
"Hetze des Moderators, Dauerpropaganda für die deutschlandfeindlichen Grünen. Leute fällt nicht drauf rein. Wir hatten solchen Staatsfunk schon zweimal und es endete immer in der Katastrophe",Dieser Kommentar ist ein Wahrheitsanspruch,2
@MEDIUM wir haben offensichtlich nur außenpolitische Probleme,Dieser Kommentar ist eine Tatsachenbehauptung,2
Das Unterhaus ist eine klasse Clownstruppe...könnten auf Tournee gehen 🤡 😁,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Wenn die Position einer Person anders ist. Zum Beispiel Schichtleiter..... what ever, man Mehr Verantwortung hat, dann muss es auch mehr Geld geben. Wenn beide aber das Gleiche machen, wie es sehr häufig der Fall ist, dann muss das Geld auch das Gleiche sein.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Was heisst den hier anpassen oder integrieren? Soll ich Deutsche schlager pumpen und meine frau ins swingerclub begleiten oder was? Niemals alter! Es langt schon das ich Bayern München Fan bin , 1 mal die woche ein kasten Fritz Limo kaufe , die daitsche sprache halbwegs vernünftig beherrsche und euere Rentenkassen fülle mit hart verdienten euros ! Seid dankbar verdammtnochma",Dieser Kommentar ist eine externe Quelle,2
@USER es geht hier um die Gierigen!,Dieser Kommentar ist eine Tatsachenbehauptung,2
"Will man etwas verändern, sollte man sich bewegen!",Dieser Kommentar ist eine externe Quelle,2
Und wer gab der Frau diese Bücher? Die @MODERATOR*in?,Dieser Kommentar ist eine externe Quelle,2
"@MEDIUM ja, Danke, bemüht das Wesentlich zum sachlichen Dialog beizutragen.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Wir müssten uns weltweit radikal ändern aber das ist nicht zu erwarten.Die Erde kann jährlich 100 Mio Autos,1000 neue Flugzeuge,50 neue Container und Kreuzfahrtschiffe ,800 neue Kohlekraftwerke, 50 neue AKW,Unsinniges hin und her Fliegen , Speicher von Daten ohne Sinn, Millionen von neuen Menschen usw. Sicher nicht verkraften.Ich kann mich nur bei meinen Enkeln entschuldigen..",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Ach ,ein Baby kann schon schreiben, Nein, also schon fremdbestimmt...",Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER mein Güte ....Kindergarten,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER einfach mal Finger nehmen und in Nase und Hinterausgang bohren statt hier auf FB rum zu Kröten,du Held. Ihr habt doch schon nichts anderes mehr im Schädel",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER sind sie dann der Meinung , dass dadurch( die Richtigkeit ihrer Aussagen sei mal dahin gestellt) rechte Gewalt und sogar Mord legitimiert ist ?",Dieser Kommentar ist eine externe Quelle,2
Es könnte auch einfach nur Sparwille des Unternehmens sein. 🤦‍♂️🤦‍♂️🤦‍♂️,Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER wo bitte wird Ihnen die Freiheit genommen über Ihr Leben zu bestimmen? Eigentlich ist es genau das Gegenteil. Sie werden über dieses Gesetz dazu angeregt sich Gedanken zu machen.,Dieser Kommentar ist eine externe Quelle,2
"@USER warum sollte ich was sagen was nicht stimmt, @USER? Ich bin ja nicht Frau Merkel!",Dieser Kommentar ist eine externe Quelle,2
@USER die meisten achten euch nicht ? Ihr ? Danke und ciao,Dieser Kommentar ist ein Wahrheitsanspruch,2
für sie einen Tschador..sofort..,Dieser Kommentar ist eine Tatsachenbehauptung,2
Schlechte bezahlung für richtige Arbeit ?????? Wieviel verdienen eingentlich die Redakteure im Monat ????? Was?,Dieser Kommentar ist ein Wahrheitsanspruch,2
Frau Barley war mit ihrem dummdreisten überheblichen Grinsen wirklich nicht zu ertragen.,Dieser Kommentar ist ein Wahrheitsanspruch,2
Ich liebe das Gejammer aus der Faschoecke. Keine Argumente die auch nur ansatzweise zu einer Diskussion führen könnten aber im Schneckenhaus der Toleranz die ersten.😊,Dieser Kommentar ist eine externe Quelle,2
@USER idiotischer Kommentar. Aufm Supermannheft gepennt?,Dieser Kommentar ist eine externe Quelle,2
DDR 2.0,Dieser Kommentar ist eine externe Quelle,2
"""Da muss man bevor man das Tafelsilber an Heuschrecken verhökert, "" Darum geht es doch gar nicht.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@MEDIUM da haben sie natürlich Recht. Ich wollte damit auch nicht ihre Sendung kritisieren, die ich eigentlich jeden Montag mit Interesse verfolge, sondern eher den Inhalt, abgegebener Statements.",Dieser Kommentar ist eine externe Quelle,2
Hier werden wieder GEZ Zwangsgelder verschleudert um Zivilversagern eine Bühne zu geben.,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER Klar soll die Jugend mitreden. Aber nicht so altklug, als wären sie schon 40 Jahre alt und wüßten genau, was in den Jahren, als sie noch nicht geboren waren, falsch gelaufen ist. Außerdem hasse ich diese Überheblichkeit von vielen, dass sie alles besser wüßten. Jedenfalls hat mich diese Dame gestern von gar nichts überzeugt. Und ihren Spruch von den alten weißen Männern finde ich diskriminierend.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Die SPD, Verbrecher,die haben Angst vor den Wahlen in den neuen Bundesländern,weg mit Euch.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Warum machst du das denn nicht, @USER. Fürs Nichtstun reich werden. Das würde doch jeder wollen.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Aber bitte erste Klasse, denn die wollen die Marionetten der superreichen sog. Philantropen nicht verbieten.",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Hurra Schnatterinchen...mal sehen was heute kommt. Wieder so ein Brüller, wie der Strom wird in Leitungen gespeichert? Edit fragt, was soll die eigentlich da?",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Soweit kommt es noch. Aber wer weiss denn, ob nach unserem Tod nicht doch Organe für zahlende Kunden entnommen werden? Ich glaube nichts mehr",Dieser Kommentar ist ein Wahrheitsanspruch,2
erklären sie uns mal was an Jung rechtsradikal ist!!,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Sie meinen, so wie 1933? Intessant 🤔",Dieser Kommentar ist eine externe Quelle,2
"Ach @USER, seit wann tragen die zu ihrem Kopftuch keine Jeans? Wo leben Sie, im Wald? Wann haben Sie jemals eine Frau mit Kopftuch gesehen? Vielleicht ihre Oma, die keine Jeans trug...",Dieser Kommentar ist ein Wahrheitsanspruch,2
"alt gegen jung Männer gegen Frauen Fleischesser gegen Veganer,..das ist Deutschland 2019",Dieser Kommentar ist ein Wahrheitsanspruch,2
Und welche Variante haben wohl Donald Trump und Tim Wiese als Kind heimlich gelesen? 🤔,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER aber hingeguckt ganz wo anders :P,Dieser Kommentar ist eine externe Quelle,2
"Naja vielleicht nicht ganz so dramatisch, denn wir erleben auch viel Gutes allerdings ist die Kommunikation mit dem Volk nicht unbedingt deutlich.",Dieser Kommentar ist ein Wahrheitsanspruch,2
Ich dürfte in dieser Sendung nicht eingeladen sein. Das hat mit dem normalen Menschnverstand nichts mehr zu tun.,Dieser Kommentar ist eine externe Quelle,2
@USER ach @USER🙈🤣🤣🤣,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER Warum stellen Sie denn eine Frage, wenn es Sie nicht interessiert? 🤦‍♀️",Dieser Kommentar ist eine Tatsachenbehauptung,2
Ja und nun? Können gesunde Menschen was dafür? Ich glaube es hackt! 😠,Dieser Kommentar ist eine externe Quelle,2
"@USER-- Wir wollen mit Künert SPD und den LINKEN eine bessere Republik aufbauen - da ist Guido REIL bei ""hard aber fair"" eine FEHLBESERTZUNG !",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER Sie sollten vielleicht Ihre Postings nochmal lesen,Dieser Kommentar ist eine externe Quelle,2
also da werden die Angehörigen werden bestimmt nicht immer befragt werden können..,Dieser Kommentar ist eine Tatsachenbehauptung,2
keiner......,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER , ich vermute, dass die CO2-Steuer eigentlich Migrationssteuer sein sollte.",Dieser Kommentar ist eine externe Quelle,2
"@USER, wer sich mit den Massen leiten lässt..., dann bitte! Ich sehe keinen Phobie in unserer Umgebung! Haben sehr nette und hilfsbereite Flüchtlinge hier. Wir haben alle zusammen ein harmonisches miteinander und Leben! Was ich aber hier bei uns erlebe ist, dass irgendwelche Trittbrettfahrer der Antifa und Grünen Stimmung machen, indem wir ein Naziproblem hätten! 😂😂😂 Also ich habe hier keine Nazis gesehen... Wenn man nichts anderes im Leben mehr hat, muss man sich irgendwie aufmerksam machen und hervorheben... Eine Phobie und Verfolgungswahn haben beide Seiten!",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER Die GRÜNEN als Moralapostel haben aber im Gegensatz zu den anderen Parteien eine höhere moralische Fallhöhe.Und sie predigen Wasser, aber sie saufen Wein.",Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER war Jesus Moslem wäre mir neu...als Angehöriger der Minderheit in Ostdeutschland als Christen...,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER sowas, was Sie machen nennt sich Schönrederei u.Selbstbetrug. Weiterhin süße grüne Träuchen***",Dieser Kommentar ist eine externe Quelle,2
"über dem, was Sie denken.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER können Sie das bitte näher erläutern? Wie lange waren Sie denn als Makler tätig, um dies beurteilen zu können?",Dieser Kommentar ist eine Tatsachenbehauptung,2
Ein paar Nullen zu viel oder? 🤣🤣🤣🤣,Dieser Kommentar ist eine externe Quelle,2
"@USER Und MIR sagt diese Überschrift 50 Jahre später, dass es eine Frage ist, ob Deutschland meine Heimat SEIN KANN. Das verstehen die meisten unbetroffenen nicht und Herr @MODERATOR oder sein Überschriftenschreiber offensichtlich auch nicht.",Dieser Kommentar ist eine externe Quelle,2
@USER Was hat das bitteschön mit einer Baumschule zu tun? Einfach nur ein passender Vergleich - ihnen scheint ja nicht allzuviel einzufallen!,Dieser Kommentar ist ein Wahrheitsanspruch,2
Dieser Hass und diese Hetze ist entstanden weil sich der Staat und die Presse gegen sein Volk gewendet hat. Jetzt geht der Staat langsam aber sicher gegen Polizei und Armee vor... überall Nazis!?!? Die Kinder werden zum Ungehorsam gegen alles erzogen. Schulpflicht gibt es zb nicht mehr. Was entsteht da? Demokratie? Sicher nicht!,Dieser Kommentar ist eine externe Quelle,2
"@USER, glauben Sie allen Ernstes, David Berger sei auch nur einen Deut besser als die AfD-Nazis? Er ist genauso ein rechtsextremer Akteur wie die Funktionäre und Mandatsträger in der AfD. Es geht ihm nur um sein gekränktes Ego, weil er aus den Kreisen um Götz Kubitschek, Chefeinflüsterer der AfD, homophob abgewertet wird.",Dieser Kommentar ist eine externe Quelle,2
"Er weiß nicht einmal, was Volksverhetzung überhaupt bedeutet. Dieser Mann ist politisch komplett ungebildet und ein völkisch-nationalistischer Agitator.",Dieser Kommentar ist eine externe Quelle,2
@USER Manche böse Zungen sind von der Armlänge abgekommen und meinen nun das eine LKW Länge besser wäre. Zynisch.,Dieser Kommentar ist ein Wahrheitsanspruch,2
"dürfen hier nur ""kollegen"" ihre meinung und ihr wissen mitteilen?",Dieser Kommentar ist eine Tatsachenbehauptung,2
"Oh, der Mann nimmt Elternzeit und bekommt dafür einen Preis...... ich fass es nicht. Was ist bloß mit dieser Gesellschaft los ? Wir haben ja sonst keine Probleme",Dieser Kommentar ist eine Tatsachenbehauptung,2
Auf dem Land gute Luft und schnelles Internet reicht vollkommen..,Dieser Kommentar ist ein Wahrheitsanspruch,2
"Grünenwähler sind zumeist junge beeinflussbare Personen, die für betreutes Denken anfällig sind. Ohne das Hofieren der Medien und der Organisationen wären die Grünen unter 5%. Nicht die Kinder gegen von sich aus auf die Straße, sondern die vielen linken Organisationen steuern die Hysterie und die Kinder. Betreutes Denken ist normal geworden.",Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER richtig!,Dieser Kommentar ist eine Tatsachenbehauptung,2
"@USER wie lange haben sie für diese linguistischen Ergüsse - ganz im Gegensatz zu ihren ersten Plattitüden - gebraucht? Mal ganz ehrlich! Ist es nicht Jammertal, wenn so viel Bildung zu so wenig Erkenntnis verhilft.",Dieser Kommentar ist eine Tatsachenbehauptung,2
Ich würde gerne mal mit Herrn Spahn persönlich über Selbstbestimmung und auch meine Organe sprechen.,Dieser Kommentar ist eine externe Quelle,2
@USER in Berlin grassiert seit hundert Jahren die Macke!,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER heute ist's aber besonders schwer mit der Rechtschreibung. Musst mal deutsch lernen, Mädel oder was auch immer.",Dieser Kommentar ist eine externe Quelle,2
Bekommen Frauen in der Politik auch weniger Diäten ? Oder bekommen Ost-Politiker weniger Diäten oder Pensionen ?,Dieser Kommentar ist ein Wahrheitsanspruch,2
Immer wieder die gleichen Themen. War doch grad auch Thema bei Maischi.Ändert sich eh nix.,Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER, nein, nicht wegen Rot-Grün, sondern wegen dem demografischen Wandel, der andere Handlungsweisen kaum noch möglich macht.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Wenn alle die, die von wem auch immer, in die Rechte Ecke geschoben werden auch RECHTS wählen würden dann wäre wohl die Rechte Partei die stärkste Partei im Lande.... man gut das von denen doch nicht alle Rechts sind...",Dieser Kommentar ist ein Wahrheitsanspruch,2
"@USER aber ja, oder wofür bekommen die jeden monat geld von mir??",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Warum haben die Grünen eigentlich die NSU-Akten für 120 Jahre verschlossen, zusammen mt CDU-Stimmen aber gegen die SPD-Stimmen in Hessen? Warum, wenn nur die AfD doch an allem schuld ist gibt es doch dafür keinen trifftigen Grund, ausser vielleicht ..? Ihre Partei sollte wirklich ganz kleine Brötchen backen.",Dieser Kommentar ist ein Wahrheitsanspruch,2
"Man Legt sich kein Geld für schlechte Zeiten oder Neuerungen zurück nein wenn man etwas braucht Pumpt man den Steuerzahler an und die aus der Politik die das Geld der Steuerzahler Verwalten Werfen munter damit um sich das schlimmste Beispiel waren die Bänker und ihre Zockereien, man Fragt sich wie Wirtschaften solch Unternehmen nur oder Wissen die eigentlich wie man Wirtschaftet??? Möchte der kleine Mann etwas von seinen Volksvertretern ist dies meist Übertrieben nicht Finanzierbar und zu Teuer.........was für eine Welt in der wir leben in der nur die immer wieder etwas bekommen die eh schon genug haben oder hatten!!!!!! Es ist an der Zeit sich zu Wehren!!",Dieser Kommentar ist eine Tatsachenbehauptung,2
@USER oh oh,Dieser Kommentar ist ein Wahrheitsanspruch,2
@USER Welch ein Schwachsinn - überlegt die Wahlergebnisse obwohl sie äußerst selten eine Bühne bekommen ihr Träumer,Dieser Kommentar ist ein Wahrheitsanspruch,2
