premise,hypothesis,label
"@USER jaja die liebe PV auf dem eigenen Dach, für was die dann alles her halten muß. es gibt Einschränkung bei der PV Größe bei der Förderung und wie es in Österreich aussieht wenn diese ansteht ist diese dann innerhalb von Tagen vergeben.",Dieser Kommentar ist eine Beleidigung,2
"@USER nö. Das sehe ich anders. Durch die Einführung der ""Bodenwertsteuer"" wird direkt was gegen Spekulaten am ""Boden"" gemacht, weil so der Steueraufwand auf nicht genutzt Flächen um ca. 10 bis 15 Prozent steigen würde. Dadurch würde dann letztendlich viel effizienter gebaut. Abgesehen davon steigt dann im wesentlichen auch das Einkommen der privaten Haushalte. Das sind nur einige Vorteile der Singletax. Kennen Sie das ""Henry George Theorem""?",Dieser Kommentar ist eine Beleidigung,2
"wir sprechen von kernenergie, besser als die landschaft zuverunstalten..",Dieser Kommentar ist gegen eine Gruppe gerichtet,2
"@USER klingt vielleicht ungewöhnlich.Aber ich werde mich in dem Fall als bekennender Fatalist nicht ans Leben klammern.Ich habe keine Angst vorm Sterben.Wenns mit 50 sein soll,sei es drum.Ein Leben mit Spenderorgan ist für mich nicht erstrebenswert.Ich habs an einem Cousin mit Spenderleber gesehen- Nö.Ich nicht.Und ein Staat der aufeinmal seine Skrupel entdeckt,wenn es darum geht, Menschen selbstbestimmt über ihr Ende entscheiden zu lassen, dieser Staat möge sich mit solchen Maßnahmen wie die geplante doch bitte tunlichst zurück halten. Mein,, Nein,, steht.Ist bereits schriftlich nieder gelegt.Die Argumentation ,,bis du mal selbst ein Organ brauchst...,, zieht nicht bei mir.Aus oben genannten Gründen.Und diese wünsche ich schlicht und ergreifend als akzeptiert zu sehen.Ich missioniere auch niemanden,der unbedingt Spender sein will.",Dieser Kommentar ist Zynismus,2
"Einfach diesen Artikel aus September 2017 des renommierten Antisemitismusforschers Dr. Clemens Heni über die AfD lesen, an dem auch ich in meiner Funktion als Politikwissenschaftler mitgewirkt habe: https://blogs.timesofisrael.com/first-neo-nazi-party-to-be-elected-to-the-german-federal-parliament-on-sept-24/",Dieser Kommentar ist eine Beleidigung,2
"@USER, stimme ich Ihnen grundlegend zu. Jedoch sollten wir diese Verantwortung nicht durch ein zu hohes Maß an Toleranz wahrnehmen.",Dieser Kommentar ist humoristisch veranlagt,2
Was hat es damit auf sich? Hab ich wohl nicht mitgekriegt..Sie hat doch wohl nicht....?,In diesem Kommentar findet man Diskriminierung,2
"@USER können Sie das bitte näher erläutern? Wie lange waren Sie denn als Makler tätig, um dies beurteilen zu können?",Dieser Kommentar ist humoristisch veranlagt,2
@MEDIUM ja wir hatten doch rot grün unter Schröder und Joschka Fischer unser Außenminister hat @MEDIUM das vergessen,Dieser Kommentar ist humoristisch veranlagt,2
@USERr Der Kevin 😂🤣,Dieser Kommentar ist eine Beleidigung,2
@USER Wenn eine Frau in Ihrem Job Spitze ist wird sie auch Chef,Dieser Kommentar ist Zynismus,2
Herrn Poschardt kann geholfen werden. https://www.jaguar.de/ueber-jaguar/jaguar-classic/authentic-cars/e-type-zero.html?utm_medium=social&utm_source=Facebook.com&utm_campaign=Social-_Jaguar-Heritage&utm_content=ETypeZero_GER453,In diesem Kommentar findet man Diskriminierung,2
Eine Option gibt es noch! May hat in GB das Recht als Premierminister den Austrittsantrag zurückzunehmen! Sie braucht dazu kein Parlament! Das kann sie allein entscheiden! Wäre zwar politischer Selbstmord aber dann bliebe GB drin in der EU und später bei einer anderen Regierung und vielleicht 2.tem Referendum kann man ja nochmals reagieren wenn nötig!🤔🙂,In diesem Kommentar findet man Diskriminierung,2
"@USER Sie scheinen in Ihrem Leben ja nur schlechte Erfahrungen mit Maklern gemacht zu haben, das tut mir leid für Sie! Es ist nicht richtig was Sie sagen, dass der Makler nur von einer Seite bezahlt wird. Dies ist die Ausnahme und nur in wenigen Teilen des Landes der Fall. Bei uns in NRW und vielen weiteren Teilen von Deutschland wird die Provision hälftig geteilt! Auch was Sie bzgl. des Interesses des Maklers schreiben, kann ich nicht bestätigen! Mein Interesse als Makler ist es, beide Parteien zu Konditionen zusammen zu bringen, welche für beide Seiten zufriedenstellend sind!",Dieser Kommentar ist eine Beleidigung,2
"@USER Geschlechtslos = willenlos? Beige ist keine Farbe, sondern eine Lebenseinstellung. #veränderungistböse",Dieser Kommentar ist Zynismus,2
"Um so ärmer die Bevölkerung wird, um so mehr wird das ansteigen, völlig normal",In diesem Kommentar findet man Diskriminierung,2
Kein Wort zur Islamismus,In diesem Kommentar findet man Diskriminierung,2
"Eigentum ist am besten ein Haus ist zwar Arbeit macht aber zu frieden und man kann sich zurückziehen, die Generationen die folgen darf man nicht vergessen.",In diesem Kommentar findet man Diskriminierung,2
"@USER Nee, es ist traurig, dass die Genetik in manchen Kreisen noch immer wichtiger ist, als Haltung und Individualität.",In diesem Kommentar findet man Diskriminierung,2
"Die Nadeln in den Kopf?? wenn ich ein eeg bekomme, da kommt keine nadel in den kopf. entsetzlich. auch diese rufe, mach mal die augen auf.... mich soll der schlag treffen und zwar richtig und nicht für die stroke unit. die konnte ich 4 wochen lang beschauen, als ich mal richtig im keller war.",Dieser Kommentar ist humoristisch veranlagt,2
Mittlerweile deutschlandweit normal,Dieser Kommentar ist humoristisch veranlagt,2
Bitte erstmal lesen vor dem „Reflexe rausholen“. http://juedischerundschau.de/aegyptischer-praesident-sisi-verurteilt-das-selbstgerechte-anspruchsdenken-der-araber-135911300/?fbclid=IwAR1uxVU8O6DJjNX3ZHt0OZHKDDllqLdf8SszCyoUQ07uAsHTBwEOI0F4FvU,Dieser Kommentar ist gegen eine Gruppe gerichtet,2
Hauptproblem ist die Überbevölkerung der Erde,Dieser Kommentar ist Zynismus,2
Die Menschheit ist nicht bereit für so viel Nächstenliebe.,In diesem Kommentar findet man Diskriminierung,2
@USER was machen SIE gerade in Ihrem Text - oh man 🙈🙈🙈🙈,Dieser Kommentar ist gegen eine Gruppe gerichtet,2
@USER er hat ihr geholfen bevor sie sich mit dem Nachbarn entweder geprügelt oder geknutscht hätte :D,Dieser Kommentar ist Zynismus,0
4 Pers . HAUSHALT 4 AUTOS,Dieser Kommentar ist humoristisch veranlagt,0
@USER das sachliche Aufstampfen bitte nicht vergessen. Der bunten Spargelfraktion mangelts an Argumenten!!,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
oh Deutschland wo die Grünen immer jammern..,Dieser Kommentar ist humoristisch veranlagt,0
...ohne Kommentar!!!!,Dieser Kommentar ist humoristisch veranlagt,0
Wie kann man diese Kabarettisten einladen wenn es um Politik geht - oh man 🙈🙈,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"@USER man wird doch genötigt.!!!!! Die werden mich ausweiden wenn ich dem nicht widerspreche, Frechheit. Wen ich damit einverstanden bin hätte ich einen Spenderausweis...Ende",Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"Richtig, habe jetzt ausgeschaltet, kann das Gör einfach nicht anhören...",In diesem Kommentar findet man Diskriminierung,0
"@USER Frauen sind aber oft die, die wegen Kindererziehung nicht genug Rentenpapier zusammen bekommen. Wenn dann noch ein Kind da ist, welches kränkest und die Mutter deswegen erst sehr spät zurück auf Arbeit, dann hat’s in schlichtweg die Arschkarte. Und genau da muss sich was ändern. Mütter sollten, müssten so berechnet werden, als ob sie nie aufgehört haben zu arbeiten wenn sie zurück zur Arbeit gehen nach der Geburt",Dieser Kommentar ist humoristisch veranlagt,0
@USER da spricht ein Experte hahahaha,Dieser Kommentar ist Zynismus,0
"@USER also wir sollen schuften und die Rentenkassen füllen aber nix hartz4 kassieren gel !?! Schämt ihr euch nicht ? bei so vielen Dummschwätzer und blender mach ich meine hände nicht schmutzig! Zahlt schön hartz4 , meine Wohnung usw . Ich machs mir gemütlich 😎",In diesem Kommentar findet man Diskriminierung,0
Klar wenn die überhebliche Ergrauende Generation auf unser Kosten aufs Klima scheißt wird man wohl mitreden dürfen.,Dieser Kommentar ist eine Beleidigung,0
@USER lesen Sie sich mal Kommentare von der Gegenseite durch und gleichen Sie das mit der Bedeutung der Wörter Haß und Hetze ab. Mir geht das ganze Links und Rechts auf den Geist. Schizophrenie und Dummheit ist hier ausgebrochen. Zur Erinnerung : die Probleme im Land wurden in keinem Fall durch politische Entscheidungen der Afd geschaffen. Da können Sie noch so stammeln. Und von welchen Parteien und warum sind die Wähler zur Afd gewechselt ?,Dieser Kommentar ist humoristisch veranlagt,0
@USER 🖕,In diesem Kommentar findet man Diskriminierung,0
Geh mal zum Arzt..NICHTS rechtfertigt einen Mord. Gehst noch??,In diesem Kommentar findet man Diskriminierung,0
@MEDIUM die Diskussion war mal wieder für die Tonne Danke und @MODERATOR hat unsere Gebühren kassiert Pfui Teufel so ca 20tausend? UNGEFÄHR,Dieser Kommentar ist eine Beleidigung,0
🤦‍♀️🤮🤬💩,Dieser Kommentar ist Zynismus,0
@USER dass er persönlich wird ignorieren wir mal geflissentlich was? 🤣🤣🤣🤣🤣,Dieser Kommentar ist eine Beleidigung,0
bleibt mir mehr Fleisch..,Dieser Kommentar ist Zynismus,0
"@USER-- Wir wollen mit Künert SPD und den LINKEN eine bessere Republik aufbauen - da ist Guido REIL bei ""hard aber fair"" eine FEHLBESERTZUNG !",Dieser Kommentar ist humoristisch veranlagt,0
@USER: Überflussiger - dämlich - dummer Kommentar ! 🙈 Gehen Sie #OFFLINE ! ⛔ und gucken Sie weiter ihre geliebten RTL 2 - #Volksverdummungs - Serien ! 🙈 und Tschüss ! ⚠,Dieser Kommentar ist humoristisch veranlagt,0
Wir arbeiten zu viel. Holen wir mehr Kenianer ins Land und wandern aus nach Afrika.,In diesem Kommentar findet man Diskriminierung,0
"@MEDIUM ⚠️⚠️⚠️⚠️⚠️⚠️ ⚠️NEIN heißt NEIN!⚠️ Liebe Kolleginnen und Kollegen! Ich möchte gerne ein paar persönliche Worte an Euch richten, da mir so langsam die Hutschnur in Bezug auf die Pflegekammer und des DBfK platzt. Es wird immer mehr mit Heimlichkeiten auf die Bundespflegekammer hingearbeitet. Mir wird immer mehr zugetragen, dass Arbeitgeber ihre Angestellten unter Druck setzen, die sich zurecht aufgrund unserer Demokratie gegen das System wehren. Es wird mit Kündigungen gedroht. Es geht mittlerweile soweit, dass selbst innerhalb von Familien, wo sich Pro Kämmerlinge befinden, die Leute dort unter Druck gesetzt werden. Es wird auf den miesesten Wegen versucht das System nach Willen des Staates umzustellen. ❗️Nur eines ist für mich persönlich klar - ich werde mich nicht brechen lassen.❗️ Wie Ihr für Euch entscheidet, müsst Ihr mit Eurem Gewissen selbst ausmachen. Doch sollten wir uns immer vor Augen halten, dass es Zeiten gegeben hat, wo Menschen wegen ihrer Meinung, ihres Aussehens oder ihrer politischen und religiösen Einstellung unterdrückt worden sind. Viel tiefer möchte ich gar nicht in das Thema eindringen. WIR sind uns glücklicherweise auch zum Großteil einig, dass der rechte Flügel in unserer Gesellschaft keinen Anklang finden darf, um genau diese Zeiten nicht zu wiederholen. WIR müssen uns darüber verständigen, dass wir alle Menschen sind, egal aus welcher Herkunft wir stammen. Deshalb lasst Euch bitte nicht den Willen nehmen. Wenn IHR das System für nicht rechtens haltet, dann kämpft dafür, dass dieses auch so bleibt. Lasst euch nicht verängstigen, denn Pflege wird immer gebraucht. Wenn man Euch aufgrund Eurer Meinung abmahnen oder entlassen möchte, überlegt Euch Alternativen. Ist es ein Arbeitgeber wert, dass man dort unterdrückt, erpresst oder genötigt wird, die Meinung des Systems anzunehmen, um mit dem Strom zu schwimmen, obwohl man genau weiß, dass hier nicht regelkonform gearbeitet wird?! Denk immer daran, wir sind die Wähler der Politik und wenn wir als große Masse der Pflege endlich verstanden haben, dass wir nur gemeinsam etwas erreichen können, dann steht jetzt auf und tut etwas. Nicht umsonst gibt es genug Mitwirkende, wie #verdi oder der #bffk, die aufdecken, dass gewisse Vorhaben der Politik, der Pflegekammer und des DBfK nicht ganz konform scheinen. Deshalb deckt diese Mängel mit auf und macht es publik. Nur so kann man zeitnah reagieren und die richtigen Schrauben stellen. Abschließend möchte ich noch mal kurz zusammenfassen, dass der Pflegekammer Beitrag bei 0,4 % des Bruttolohns einer Pflegekraft liegt. Wenn wir dann noch die Gewerkschaft, wie Verdi dazu nehmen, kommen noch einmal 1 % des Bruttolohns hinzu. Wünscht man dann noch eine Mitgliedschaft in einer einem Berufsverband, kommen beim DBfK im Höchstsatz bis zu 31 € monatlich dazu. Abschließend möchte man künftig politisch und durch die Kammern durchbringen, hier mit Implementierung der Bundespflegekammer, dass jede Pflegekraft eine Berufshaftpflicht für sich selbst zusätzlich abzuschließen hat. Nun rechnen wir das ganze Spiel einmal zusammen und schauen uns an, was in der Pflege wirklich verdient wird und dann monatlich noch im Portemonnaie hat! Macht Euch mal selber ein Bild und sagt mir dann, ob Pflege noch attraktiv ist. Kann man so einen Pflegenotstand beheben? Ich meine nicht! Ich wünsche Euch von Herzen viel Kraft und lässt uns zusammen halten. Euer Patrick #SchweigenIstGewalt Hannoversche Allgemeine Zeitung / HAZ Wolfenbütteler Zeitung Wolfenbütteler Schaufenster Cellesche Zeitung Pflege steht auf Gesundheits- und Krankenpflege Wilhelmshavener Zeitung ""Tu was! Zeig' Zivilcourage!"" Pflegenotstand stoppen Zusatz: https://www.facebook.com/328161397316808/posts/1552674061532196?sfns=mo https://www.facebook.com/328161397316808/posts/1602473099885625?sfns=mo https://www.facebook.com/328161397316808/posts/1613277308805204?sfns=mo https://www.facebook.com/328161397316808/posts/1612821448850790?sfns=mo https://www.facebook.com/328161397316808/posts/1610676859065249?sfns=mo https://www.facebook.com/328161397316808/posts/1604703169662618?sfns=mo https://www.facebook.com/328161397316808/posts/1598558580277077?sfns=mo https://www.facebook.com/328161397316808/posts/1596211660511769?sfns=mo https://www.facebook.com/328161397316808/posts/1583986548400947?sfns=mo https://www.facebook.com/328161397316808/posts/1579382732194662?sfns=mo https://www.facebook.com/SchweigenIstGewalt/photos/a.328948563904758/811739548958988?type=3&sfns=mo https://www.facebook.com/328161397316808/posts/1570745976391671?sfns=mo https://www.facebook.com/328161397316808/posts/1570317769767825?sfns=mo https://www.facebook.com/328161397316808/posts/1570240566442212?sfns=mo https://www.facebook.com/328161397316808/posts/1569402699859332?sfns=mo https://www.facebook.com/328161397316808/posts/1568251036641165?sfns=mo https://www.facebook.com/328161397316808/posts/1567389810060621?sfns=mo https://www.facebook.com/328161397316808/posts/1566739963458939?sfns=mo https://www.facebook.com/328161397316808/posts/1565960773536858?sfns=mo https://www.facebook.com/328161397316808/posts/1615339491932319?sfns=mo",Dieser Kommentar ist gegen eine Gruppe gerichtet,0
ja eine Stichprobe. Das ist es ja. wenn ich in einer Münchner reichen Gegend nachfrage wo auch Manuel Neuer wohnt bekomm ich eine Rechnung die ich mir wünsche als politiker oder links grüner Journalist. ABER in den anderen Gegenden gibts keine Befragung . thats the Point. Studien sind nichts als Fake für die Bevölkerung oder FÜR DAS VOLK ( darf man das noch sagen oder ist das schon populistisch ),In diesem Kommentar findet man Diskriminierung,0
"@USER in eurer verzweifelten Wut stürzt ihr euch auf alles, hä ?",Dieser Kommentar ist humoristisch veranlagt,0
"@MEDIUM Das Thema ist in Ordnung, finde ich auch. Was mir nicht so gefällt wie sich ein Herr @MODERATOR in der Sendung gibt,er versucht sich immer korrekt zu verhalten ,gelingt ihm aber leider nicht immer. Für mich eine Marionette seines Arbeitgebers. Meinungsfreiheit wäre mir lieber. Naja ich muss ja nicht kucken . Auch sehr schade das es von unser Geld,GEZ ,finanziert wird.",Dieser Kommentar ist humoristisch veranlagt,0
Grüne Tonne 😎😂,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
