premise,hypothesis,label
"@USER Wissen Sie, was Nihilisten sind? Vermutlich nicht. Wenn Sie es wüssten, wüssten Sie auch mehr über sich selbst... „Wir werden die Nihilisten und die Atheisten entfesseln und einen gewaltigen sozialen Umsturz verursachen, der in all seinem Schrecken den Völkern die Auswirkungen des absoluten Atheismus verdeutlichen wird, den Ursprung der Barbarei und der blutigsten Aufstände. Dann werden die Bürger überall, gegen eine Minderheit von Revolutionären zur Verteidigung gezwungen, diese Zerstörer der Zivilisation vernichten. Und die Massen, vom Christentum enttäuscht, richtungslos, nach einem neuen Ideal langend, doch ohne zu wissen, wohin sie ihr Verlangen nach einem Glauben richten sollen, werden durch die Herabkunft der reinen Lehre Luzifers endlich das wahre Licht empfangen…“ https://www.theintelligence.de/index.php/wissen/geschichte/4152-drei-weltkriege-1871-von-hochgrad-maurer-albert-pike-vorhergesagt.html",Dieser Kommentar ist gegen eine Gruppe gerichtet,2
"@USER Ich schreibe nichts von Rassismus, ich erkläre dem Herrn @MODERATOR lediglich den Shitstorm, den er für den Titel bekommen hat.",Dieser Kommentar ist Zynismus,2
Gehte hin und verbreitet Freude.... schon wieder futsch das Motto? :D,Dieser Kommentar ist gegen eine Gruppe gerichtet,2
Es geht in der sozialen Marktwirtschaft generell um Angebot und Nachfrage! Die Menschen drängen in die Ballungsraeume. Da geht es nicht nur darum nah am Arbeitsplatz zu sein.Man sollte als Staat in die Infrastruktur der ländlichen Regionen investieren. Dort gibt es genug guenstigen Wohnraum und Leerstand. Mehr Industrie und Dienstleister dorthin durch Steuererleichterungen und schon ist die grosse Nachfrage in den Ballungszentren abgeschwaecht.Die Mieten gehen runter.,Dieser Kommentar ist eine Beleidigung,2
"Das wäre so, als wenn der nordkoreanische Staatssender Amerika als friedlichste Land der Welt bezeichnen würde... Solche Sendungen wird es in den deutschen Medien nie geben!",Dieser Kommentar ist Zynismus,2
@USER in China und manchen islamischen Ländern würde man mit solchen Aktionen vermutlich der Scharfrichter vorgeführt.,Dieser Kommentar ist Zynismus,2
Wieviel bleiben ihr denn umgerechnet?,Dieser Kommentar ist Zynismus,2
"@MEDIUM aber doch niemals, wenn nach Tarif bezahlt wird!?",Dieser Kommentar ist Zynismus,2
Im Gegensatz zu Herrn Lübke lebt er!,In diesem Kommentar findet man Diskriminierung,2
Ich hab neun Jahre lang gesucht. Niemand war für mich zuständig. Ohne die Hilfe von Freunden wär ich auf der Straße gewesen.,In diesem Kommentar findet man Diskriminierung,2
"Eine junge Grüne, die mit Hilfe dieses Themas ihre berufliche Zukunft in der Politik aufbaut... Gewusst wie...",Dieser Kommentar ist Zynismus,0
Plaudertaschen unter sich. Wer unterbricht wen zuerst ?,Dieser Kommentar ist humoristisch veranlagt,0
"Ja schnell alle Bäume weg, 5G Handys kaufen und Bürgermeister den Sack lutschen du kleine Profesora",Dieser Kommentar ist eine Beleidigung,0
"Laut Evolutionsbiologen ist es völlig normal das männliche Kinder lieber mit harten Sachen spielen, weibliche lieber mit weichen. Aber was interessiert in der heutigen Zeit schon Wissenschaft wenn Ideologien so schön sind.",Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"@USER Ist es in gesellschaftlichem Interesse, dass wir Leute durchfüttern müssen,die uns feindlich gesonnen sind? Du wirst damit leben müssen, dass nicht alle den Kopf in den Sand stecken. Eure Sehnsucht nach Konsenssoße ist schon sehr der Bequemlichkeit geschuldet. Und DU und Deinesgleichen würden am liebsten die Meinungsfreiheit UNTERBINDEN..",In diesem Kommentar findet man Diskriminierung,0
"na jeder Mensch gefährdet besonders mit seinem persönlichen Besuch diese Regionen,..Lanz, Merkel, Gabriel, der bayrische Grüne...",In diesem Kommentar findet man Diskriminierung,0
@USER Manche böse Zungen sind von der Armlänge abgekommen und meinen nun das eine LKW Länge besser wäre. Zynisch.,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"Aber in der Sendung werden wie üblich nur die guten Kommentare ausgesucht,",In diesem Kommentar findet man Diskriminierung,0
"Das finanzielle mal hin oder her, außerdem ist es doch viel schöner die Zeit mit seinen Kindern zu verbringen als mit lauter verhaltensgestörten Person in Berlin😂",Dieser Kommentar ist Zynismus,0
"Und du bist ""Biodeutsch"", oder? Im Übrigen ist's so, dass der Mensch an sich, egal woher auf der Welt zu 99,x genetisch identisch ist. Das bisschen nach dem Koma steht dann lediglich für die Haarfarbe, Hautfarbe, Augenfarbe und das Geschlecht. Also willst du dich weiterhin in die Reihe der Dumpfbacken einreihen, oder doch lieber nochmal nachdenken?",In diesem Kommentar findet man Diskriminierung,0
Keine Argumente gegen die Grünen?! Das ist lustig. Es sind Kryptokommunisten. Reicht das nicht? ;-),Dieser Kommentar ist eine Beleidigung,0
Besser im Dorf zu leben als so belämmert zu reden wie diese..,In diesem Kommentar findet man Diskriminierung,0
"... ach die links - #FASCHISISCHE #HETZERIN @USER mal wieder ! ⚠ Ich melde Sie bei ihrer Stadtverwaltung als #BÜRGIN an ! ⚠ Sie #HAFTEN und #ZAHLEN ab sofort für IHRE #GÄSTE ! ⚠ und #RÄUMEN ihr #GÄSTEZIMMER , Sie #deutschenFEINDLICHE HEUCHLERIN ! ⚠",Dieser Kommentar ist Zynismus,0
"Der Staat sollte auch selber bauen aber für Vonovia, Deutsche Wohnen und sonstiges Gesindel gilt auch ""Eigentum Verpflichtet"" und Arme Leute zu schröpfen, Mieter mit Luxussanierungen aus dem Haus treiben und Scherzen wie Fenster zumauern (ja sowas passiert wirklich) zeigen diese Unternehmen das sie mit der Verantwortung nicht umgehen können. Und Wenn die sich wie kleine Kinder benehmen muss man sie auch so Behandeln. Man nimmt ihnen was weg um sie zu bestrafen und wenn sie rumzetern gibt's noch ne Ohrfeige. (Würde ich bei Kindern nicht machen aber bei Vorständen solcher uUternehmen würds ja nicht schaden)",Dieser Kommentar ist humoristisch veranlagt,0
@USER 890000 alleine 2015 und in den folgenden Jahren immer über 200000 also müssen wir jedes Jahr nur eine neue Stadt wie Bonn oder Bielefeld bauen? Alles kein Problem 😂😂😂,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"""Sie an die Gleichberechtigung von Frau und Mann oder den Umgang mit Homosexuellen."" Und das aus dem Mund eines CDUers. Wie heuchlerisch. AKK würde die Ehe für alle sofort rückgängig machen, wenn sie es könnte.",Dieser Kommentar ist eine Beleidigung,0
"Wobei die Hochgradfreimaurer ""wahres Licht"" mit dem Strahlen von Atompilzen verwechseln... Das, was sie eigentlich meinen, ist ""Erleuchtung"". Aber die kommt nur davon, dass einem durch Erkenntnisse ein Licht nach dem Anderen aufgeht. Geistesblitze sozusagen. Doch davon sind sie offensichtlich meilenweit entfernt, was durch die Beziehung auf Luzifer schon deutlich wird.",Dieser Kommentar ist Zynismus,0
"Der grausame Mord an einem Politiker ist furchtbar und tragisch, jedoch diesen Mord zu Wahlkampfzwecken zu benutzen ist undemokratisch und unmoralisch. Gleich nach der Mitteilung in der Presse wurde der Täter gefunden und das war die AfD, obwohl die Ermittlungen noch nicht abgeschlossen waren. So kann man das Land spalten mit derartigen Anschuldigungen und das von einer Parteivorsitzenden der CDU - Politiker sollten einen und nicht spalten aber sie tun das Gegenteil. Will man jetzt sagen, dass alle die ihre Stimme der AfD gegeben haben Mittäter sind? Wie groß muss die Angst von Union und SPD sein - im Osten die Landtagswahlen zu verlieren - wenn sie zu solchen drastischen Aussagen greifen wie schon so oft und ohne jede Beweislast?",Dieser Kommentar ist gegen eine Gruppe gerichtet,0
wo kommt man live in die Sendung mit den nachrichten !!!! ich könnt kotzen,Dieser Kommentar ist Zynismus,0
Was soll denn der kleine Kevin für einen Beitrag zum Brexit leisten? Verstehe den Sinn dieser Diskussion nicht.,Dieser Kommentar ist Zynismus,0
@USER .Genau die werden mitten in den Wald gestellt .Grüne waren auch dafür den Hamberger Forst abzuholzen als sie noch unter Rot Grün regiert haben. Na noch fragen @MEDIUM,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"@MEDIUM die gehen deshalb auf die Straße, weil es chick ist, die Schule zu schwänzen und weil eine gehypte Schwedin dabei ist. Im Prinzip auch von den Medien gesteuert. Was E-Autos angeht, so bitte ich um einen ehrlichen Fakten heck, denn sie Herstellung der Batterien ist auch nicht gerade Klima freundlich. Ich bin ein grosser Fan ihrer Sendung, aber laden sie Gäste ein, die auch Ahnung von der Materie haben und nicht ideologisch geleitet werden. Selbst der Gründer von Greenpeace erzählt heute etwas anderes. Ich persönlich bin ein Mensch, der gerne die Meinung anderer hört, damit man eine Grundlage hat, insofern diese auf Fakten beruhen. Sachliche und faktische Diskussionen wären eine tolle Sache, so dass auch eine wirkliche Aufklärung erfolgt. Auch wenn das vielleicht nicht in das Konzept ihrer Sendung passt. Unterm Strich bleibt es doch so: Egal was Deutschland tut, solange die grossen Nationen nicht mitziehen, wird sich nichts ändern.",Dieser Kommentar ist eine Beleidigung,0
@USER ich habe diesen obigen Text kopiert - er wurde hier veröffentlicht aber nicht von mir geschrieben - genauer lesen wäre von vorteil,In diesem Kommentar findet man Diskriminierung,0
"Sie ist keine Klimaaktivistin, sie ist Grünen Politikerin!",In diesem Kommentar findet man Diskriminierung,0
